SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS308YGRWQ____	0.046	0.046	0.013	0.013	0.012	0.087	0.012	0.012	0.012	0.012	0.012	0.013	0.013	0.087	0.087	0.046	0.015	0.013	0.013	0.012	0.014	0.012	0.012	0.012	0.012	0.012	0.015	0.012	0.015	0.013	0.012	0.015	-0.000	-0.000	-0.000	-0.039	0.001	-0.003	-0.001	0.001	-0.001	-0.036	0.000	-0.039	-0.003	-0.003	-0.003	-0.002	-0.043	-0.039	0.001	0.001	-0.006	-0.004	-0.037	-0.004	0.001	0.001	-0.002	0.001	-0.037	-0.002	-0.005	-0.002	-0.040	-0.040	-0.053	-0.049	-0.054	-0.024	-0.053	-0.054	-0.053	-0.050	-0.053	-0.049	-0.053	-0.024	-0.024	-0.041	-0.050	-0.050	-0.053	-0.054	-0.052	-0.054	-0.051	-0.054	-0.054	-0.054	-0.052	-0.054	-0.049	-0.053	-0.053	-0.052	0.023	-0.010	-0.049	2016_7_19_17_01_43
FLQS3084GRWM____	-0.006	-0.006	0.032	-0.006	0.044	-0.006	-0.009	0.044	-0.009	0.085	0.033	-0.006	-0.008	-0.006	-0.006	-0.007	-0.006	0.029	-0.008	-0.004	-0.009	0.031	-0.007	0.031	-0.005	-0.005	-0.008	-0.005	-0.010	-0.007	-0.005	-0.007	-0.039	-0.039	-0.039	-0.002	0.001	-0.037	-0.000	0.001	-0.000	0.038	-0.041	-0.002	-0.001	-0.037	-0.037	-0.000	-0.037	-0.001	-0.001	-0.002	-0.041	0.001	-0.001	0.001	-0.037	-0.037	-0.001	-0.037	-0.001	0.000	-0.000	-0.003	-0.052	-0.052	-0.038	-0.055	-0.036	-0.052	-0.057	-0.036	-0.057	-0.023	-0.037	-0.055	-0.056	-0.052	-0.052	-0.056	-0.053	-0.042	-0.056	-0.055	-0.054	-0.041	-0.056	-0.041	-0.052	-0.052	-0.056	-0.052	-0.057	-0.056	-0.055	-0.055	0.005	-0.014	-0.050	2016_7_19_17_01_43
FLQS307KGRWV____	-0.073	-0.073	-0.108	-0.108	-0.107	-0.109	-0.108	-0.107	-0.108	-0.110	-0.110	-0.108	-0.112	-0.109	-0.109	-0.111	-0.071	-0.106	-0.107	-0.109	-0.108	-0.112	-0.108	-0.112	-0.076	-0.076	-0.108	-0.076	-0.107	-0.111	-0.110	-0.109	-0.003	-0.003	-0.001	-0.041	-0.040	-0.003	-0.038	-0.040	-0.038	-0.005	-0.038	-0.041	-0.005	-0.003	-0.003	-0.037	-0.040	-0.042	-0.075	-0.041	-0.004	-0.040	-0.040	-0.040	-0.004	-0.004	-0.040	-0.004	-0.006	-0.038	-0.039	-0.041	-0.183	-0.183	-0.197	-0.193	-0.193	-0.197	-0.194	-0.193	-0.194	-0.197	-0.195	-0.193	-0.198	-0.197	-0.197	-0.195	-0.180	-0.193	-0.191	-0.194	-0.196	-0.196	-0.193	-0.196	-0.184	-0.184	-0.194	-0.184	-0.196	-0.194	-0.194	-0.194	-0.102	-0.026	-0.192	2016_7_19_17_01_43
FLQS3072GRWV____	-0.175	-0.175	-0.243	-0.244	-0.243	-0.164	-0.209	-0.243	-0.209	-0.246	-0.246	-0.244	-0.205	-0.164	-0.164	-0.210	-0.211	-0.245	-0.209	-0.245	-0.208	-0.211	-0.209	-0.211	-0.247	-0.247	-0.208	-0.247	-0.209	-0.210	-0.209	-0.210	0.057	0.057	0.016	0.056	0.057	0.053	0.016	0.057	0.016	0.052	0.053	0.056	0.051	0.053	0.053	0.057	0.054	0.053	0.018	0.050	0.014	0.054	0.053	0.054	0.054	0.054	0.051	0.054	0.053	0.055	0.056	0.056	-0.057	-0.057	-0.080	-0.083	-0.083	-0.053	-0.067	-0.083	-0.067	-0.084	-0.084	-0.083	-0.068	-0.053	-0.053	-0.070	-0.071	-0.084	-0.067	-0.084	-0.067	-0.070	-0.069	-0.070	-0.085	-0.085	-0.069	-0.085	-0.070	-0.071	-0.070	-0.070	-0.216	0.048	-0.072	2016_7_19_17_01_43
FLQS305NGRWM____	0.006	0.006	0.006	0.007	0.007	0.006	0.004	0.007	0.004	0.006	0.005	0.007	0.007	0.006	0.006	-0.029	-0.030	0.007	0.041	0.006	0.005	0.006	0.005	0.006	0.005	0.005	-0.065	0.005	0.003	0.005	0.003	-0.028	0.043	0.043	0.045	0.009	0.045	0.044	0.045	0.045	0.045	0.045	0.005	0.009	0.043	0.044	0.044	0.044	0.006	0.011	0.082	0.008	0.044	0.046	0.005	0.046	0.004	0.004	0.008	0.004	0.082	0.004	0.046	0.006	0.159	0.159	0.160	0.163	0.160	0.160	0.159	0.160	0.159	0.160	0.163	0.163	0.160	0.160	0.160	0.146	0.149	0.163	0.170	0.163	0.159	0.160	0.162	0.160	0.163	0.163	0.135	0.163	0.156	0.162	0.159	0.149	0.001	0.031	0.159	2016_7_19_17_01_43
FLQS305DGRWM____	-0.010	-0.010	-0.008	-0.009	-0.010	-0.010	-0.010	-0.010	-0.010	-0.010	-0.010	-0.009	-0.008	-0.010	-0.010	-0.008	0.021	-0.010	-0.011	-0.009	-0.010	-0.009	0.023	-0.009	-0.011	-0.011	-0.011	-0.011	-0.012	0.028	-0.010	-0.009	-0.003	-0.003	-0.001	-0.002	-0.002	-0.000	-0.000	-0.002	-0.000	-0.001	-0.037	-0.002	-0.002	-0.000	-0.000	-0.039	-0.037	-0.001	-0.001	0.034	-0.001	-0.000	0.034	-0.000	0.002	0.002	-0.038	0.002	-0.036	0.002	-0.040	-0.002	0.006	0.006	0.007	0.006	0.007	0.007	0.006	0.007	0.006	0.007	0.009	0.006	0.007	0.007	0.007	0.010	0.021	0.007	0.005	0.004	0.007	0.007	0.017	0.007	0.006	0.006	0.010	0.006	0.008	0.021	0.009	0.007	-0.007	-0.005	0.008	2016_7_19_17_01_43
FLQS3057GRWM____	-0.012	-0.012	-0.015	-0.016	-0.014	-0.013	-0.011	-0.014	-0.011	-0.012	-0.012	-0.016	-0.012	-0.013	-0.013	-0.015	-0.015	-0.013	-0.014	-0.014	-0.009	-0.014	-0.012	-0.014	-0.013	-0.013	-0.013	-0.013	-0.015	-0.012	-0.015	-0.014	0.043	0.043	0.044	0.008	0.043	0.044	0.042	0.043	0.042	0.010	0.009	0.008	0.011	0.044	0.044	0.042	0.042	0.010	0.041	0.044	0.046	0.007	0.047	0.007	0.046	0.046	0.044	0.046	0.044	0.047	0.044	0.045	0.114	0.114	0.113	0.116	0.113	0.114	0.114	0.113	0.114	0.116	0.117	0.116	0.117	0.114	0.114	0.113	0.114	0.116	0.114	0.113	0.115	0.116	0.113	0.116	0.114	0.114	0.114	0.114	0.113	0.114	0.113	0.113	-0.013	0.035	0.114	2016_7_19_17_01_44
FLQS3052GRWY____	-0.025	-0.025	-0.020	-0.022	-0.023	-0.024	-0.025	-0.023	-0.025	-0.022	-0.024	-0.022	-0.024	-0.024	-0.024	-0.025	-0.022	-0.025	-0.024	-0.025	-0.025	-0.026	-0.024	-0.026	-0.026	-0.026	-0.026	-0.026	-0.023	-0.019	-0.022	-0.025	0.044	0.044	0.006	0.046	0.043	0.043	0.010	0.043	0.010	0.009	0.048	0.046	0.043	0.043	0.043	0.044	0.007	0.045	0.044	0.045	0.010	0.008	0.008	0.008	0.047	0.047	0.045	0.047	0.007	0.006	0.009	0.044	-0.016	-0.016	-0.011	-0.014	-0.015	-0.015	-0.013	-0.015	-0.013	-0.012	-0.016	-0.014	-0.016	-0.015	-0.015	-0.016	-0.012	-0.016	-0.015	-0.016	-0.013	-0.014	-0.012	-0.014	-0.017	-0.017	-0.016	-0.017	-0.012	-0.011	-0.012	-0.015	-0.024	0.031	-0.015	2016_7_19_17_01_44
FLQS304WGRWM____	0.262	0.262	0.230	0.259	0.258	0.229	0.226	0.258	0.226	0.227	0.227	0.259	0.264	0.229	0.229	0.230	0.262	0.228	0.225	0.227	0.226	0.261	0.232	0.261	0.229	0.229	0.227	0.229	0.230	0.231	0.230	0.261	0.005	0.005	0.003	0.002	0.005	0.008	0.005	0.005	0.005	0.001	0.004	0.002	0.043	0.008	0.008	0.004	-0.037	0.005	0.010	0.008	0.002	0.006	0.006	0.006	0.007	0.007	0.005	0.007	0.007	0.006	0.043	0.004	0.144	0.144	0.131	0.143	0.142	0.130	0.129	0.142	0.129	0.130	0.130	0.143	0.141	0.130	0.130	0.131	0.147	0.130	0.129	0.130	0.129	0.143	0.132	0.143	0.131	0.131	0.130	0.131	0.131	0.132	0.128	0.143	0.239	0.006	0.135	2016_7_19_17_01_44
FLQS3047GRWM____	-0.128	-0.128	-0.125	-0.126	-0.125	-0.126	-0.096	-0.125	-0.096	-0.127	-0.127	-0.126	-0.129	-0.126	-0.126	-0.131	-0.131	-0.127	-0.097	-0.128	-0.096	-0.128	-0.128	-0.128	-0.127	-0.127	-0.094	-0.127	-0.095	-0.097	-0.128	-0.097	0.002	0.002	0.004	0.005	0.003	0.003	0.002	0.003	0.002	0.001	0.001	0.005	0.000	0.003	0.003	0.000	0.004	0.003	0.001	-0.000	0.005	-0.001	0.001	-0.001	0.002	0.002	0.004	0.002	0.000	0.001	0.003	0.002	-0.116	-0.116	-0.116	-0.116	-0.116	-0.116	-0.104	-0.116	-0.104	-0.117	-0.117	-0.116	-0.117	-0.116	-0.116	-0.118	-0.118	-0.117	-0.104	-0.117	-0.105	-0.117	-0.116	-0.117	-0.116	-0.116	-0.104	-0.116	-0.104	-0.105	-0.117	-0.104	-0.119	0.002	-0.113	2016_7_19_17_01_44
FLQS303BGRWM____	0.040	0.040	0.039	0.039	0.039	0.040	0.037	0.039	0.037	0.006	0.008	0.039	0.038	0.040	0.040	0.038	0.038	0.039	0.039	0.040	0.037	0.039	0.040	0.039	0.008	0.008	0.039	0.008	0.039	0.038	0.039	0.040	0.006	0.006	0.001	0.003	0.002	0.001	0.003	0.002	0.003	0.002	-0.002	0.003	-0.002	0.001	0.001	0.002	0.004	0.002	0.001	0.000	0.042	0.000	0.039	0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	0.002	0.092	0.092	0.092	0.092	0.093	0.093	0.091	0.093	0.091	0.079	0.080	0.092	0.092	0.093	0.093	0.092	0.091	0.092	0.092	0.093	0.089	0.092	0.089	0.092	0.081	0.081	0.092	0.081	0.092	0.093	0.092	0.093	0.034	0.004	0.090	2016_7_19_17_01_44
FLQS3024GRWM____	0.080	0.080	0.083	0.085	0.082	0.081	0.084	0.082	0.084	0.081	0.081	0.085	0.121	0.081	0.081	0.081	0.120	0.081	0.123	0.083	0.122	0.119	0.082	0.119	0.082	0.082	0.122	0.082	0.082	0.082	0.120	0.118	-0.007	-0.007	-0.010	-0.088	-0.010	-0.011	-0.012	-0.010	-0.012	-0.010	-0.010	-0.088	-0.013	-0.011	-0.011	-0.011	-0.049	-0.010	-0.012	-0.048	-0.010	-0.047	-0.044	-0.047	-0.045	-0.045	-0.010	-0.045	-0.045	-0.044	-0.046	-0.046	-0.016	-0.016	-0.015	-0.008	-0.015	-0.016	-0.015	-0.015	-0.015	-0.016	-0.016	-0.008	-0.000	-0.016	-0.016	-0.016	0.002	-0.016	0.000	-0.012	0.000	0.002	-0.013	0.002	-0.013	-0.013	-0.000	-0.013	-0.013	-0.013	0.002	0.001	0.093	-0.029	-0.010	2016_7_19_17_01_44
FLQS301GGRWM____	-0.049	-0.049	-0.015	-0.016	-0.016	-0.015	-0.048	-0.016	-0.048	-0.015	-0.014	-0.016	-0.012	-0.015	-0.015	-0.047	-0.048	-0.012	-0.050	-0.015	-0.018	-0.016	-0.017	-0.016	-0.015	-0.015	-0.048	-0.015	-0.014	-0.049	-0.011	-0.048	-0.008	-0.008	-0.045	-0.046	-0.009	-0.007	-0.007	-0.009	-0.007	-0.005	-0.046	-0.046	-0.044	-0.007	-0.007	-0.051	-0.049	-0.045	-0.010	-0.045	-0.006	-0.044	-0.049	-0.044	-0.046	-0.046	-0.045	-0.046	0.034	-0.047	-0.048	-0.012	-0.067	-0.067	-0.051	-0.051	-0.055	-0.054	-0.067	-0.055	-0.067	-0.054	-0.051	-0.051	-0.050	-0.054	-0.054	-0.063	-0.064	-0.051	-0.068	-0.051	-0.055	-0.052	-0.052	-0.052	-0.051	-0.051	-0.064	-0.051	-0.057	-0.064	-0.050	-0.067	-0.025	-0.028	-0.057	2016_7_19_17_01_44
FLQS301EGRWQ____	0.138	0.138	0.136	0.136	0.137	0.139	0.135	0.137	0.135	0.138	0.137	0.136	0.138	0.139	0.139	0.137	0.138	0.136	0.136	0.137	0.136	0.138	0.136	0.138	0.138	0.138	0.102	0.138	0.139	0.136	0.139	0.140	-0.060	-0.060	-0.057	-0.057	-0.056	-0.055	-0.021	-0.056	-0.021	-0.055	-0.019	-0.057	-0.058	-0.055	-0.055	-0.059	-0.061	-0.056	-0.058	-0.056	-0.022	-0.059	-0.021	-0.059	-0.056	-0.056	-0.059	-0.056	-0.056	-0.056	-0.060	-0.058	0.118	0.118	0.117	0.117	0.117	0.118	0.113	0.117	0.113	0.117	0.115	0.117	0.117	0.118	0.118	0.117	0.119	0.116	0.117	0.117	0.114	0.118	0.114	0.118	0.118	0.118	0.104	0.118	0.118	0.117	0.118	0.119	0.136	-0.052	0.117	2016_7_19_17_01_44
FLQS300VGRWQ____	-0.022	-0.022	-0.022	-0.024	-0.026	-0.023	-0.024	-0.026	-0.024	-0.054	-0.022	-0.024	-0.019	-0.023	-0.023	-0.053	-0.022	-0.055	-0.024	-0.022	-0.024	-0.019	-0.023	-0.019	-0.053	-0.053	-0.024	-0.053	-0.056	-0.021	-0.021	-0.024	0.004	0.004	0.084	0.039	0.002	0.003	0.003	0.002	0.003	0.005	0.004	0.039	0.039	0.003	0.003	0.039	0.041	0.041	0.001	0.040	0.042	0.040	0.041	0.040	0.042	0.042	0.043	0.042	0.002	0.043	0.005	0.038	0.091	0.091	0.086	0.089	0.091	0.092	0.091	0.091	0.091	0.079	0.092	0.089	0.089	0.092	0.092	0.077	0.089	0.076	0.091	0.088	0.088	0.090	0.088	0.090	0.076	0.076	0.088	0.076	0.079	0.089	0.092	0.089	-0.029	0.025	0.087	2016_7_19_17_01_44
FLQS300RGRWY____	-0.090	-0.090	-0.048	-0.046	-0.047	-0.045	-0.046	-0.047	-0.046	-0.047	-0.046	-0.046	-0.047	-0.045	-0.045	-0.046	-0.045	-0.046	-0.045	-0.045	-0.047	-0.047	-0.046	-0.047	-0.046	-0.046	-0.047	-0.046	-0.047	-0.046	-0.048	-0.046	0.045	0.045	0.045	0.008	0.046	0.010	0.007	0.046	0.007	0.046	0.045	0.008	0.008	0.010	0.010	0.008	0.043	0.009	0.007	0.007	0.041	0.006	0.045	0.006	0.044	0.044	0.043	0.044	0.045	0.045	0.044	0.044	0.088	0.088	0.105	0.108	0.104	0.108	0.108	0.104	0.108	0.104	0.105	0.108	0.107	0.108	0.108	0.108	0.105	0.108	0.108	0.108	0.105	0.107	0.105	0.107	0.105	0.105	0.105	0.105	0.104	0.106	0.104	0.105	-0.049	0.028	0.105	2016_7_19_17_01_45
FLQS300LGRWQ____	0.061	0.061	0.094	0.092	0.063	0.061	0.062	0.063	0.062	0.093	0.060	0.092	0.059	0.061	0.061	0.061	0.059	0.060	0.063	0.061	0.064	0.061	0.063	0.061	0.060	0.060	0.061	0.060	0.060	0.060	0.060	0.063	-0.088	-0.088	-0.088	-0.050	-0.085	-0.084	-0.085	-0.085	-0.085	-0.089	-0.086	-0.050	-0.048	-0.084	-0.084	-0.085	-0.014	-0.047	-0.080	-0.082	-0.049	-0.047	-0.047	-0.047	-0.047	-0.047	-0.049	-0.047	-0.085	-0.048	-0.047	-0.086	-0.229	-0.229	-0.216	-0.220	-0.229	-0.230	-0.229	-0.229	-0.229	-0.216	-0.230	-0.220	-0.233	-0.230	-0.230	-0.230	-0.236	-0.232	-0.229	-0.229	-0.231	-0.233	-0.231	-0.233	-0.233	-0.233	-0.232	-0.233	-0.230	-0.233	-0.232	-0.228	0.065	-0.067	-0.229	2016_7_19_17_01_45
FLQS300LGRWM____	-0.023	-0.023	-0.026	-0.056	-0.026	-0.026	-0.025	-0.026	-0.025	-0.024	-0.026	-0.056	-0.025	-0.026	-0.026	-0.026	-0.026	-0.026	-0.024	-0.027	-0.023	-0.024	-0.059	-0.024	-0.028	-0.028	-0.026	-0.028	-0.024	-0.028	-0.058	-0.023	-0.045	-0.045	-0.044	-0.045	-0.046	-0.045	-0.044	-0.046	-0.044	-0.043	-0.043	-0.045	-0.007	-0.045	-0.045	-0.043	-0.008	-0.043	-0.045	-0.010	-0.045	-0.010	-0.008	-0.010	-0.009	-0.009	-0.009	-0.009	-0.009	-0.008	-0.009	-0.010	-0.053	-0.053	-0.054	-0.065	-0.054	-0.054	-0.053	-0.054	-0.053	-0.053	-0.054	-0.065	-0.056	-0.054	-0.054	-0.054	-0.057	-0.053	-0.053	-0.057	-0.052	-0.056	-0.070	-0.056	-0.057	-0.057	-0.057	-0.057	-0.056	-0.058	-0.069	-0.055	-0.029	-0.029	-0.056	2016_7_19_17_01_45
FLQS3009GRWQ____	0.008	0.008	0.006	0.006	0.007	0.007	0.007	0.007	0.007	0.007	0.008	0.006	0.043	0.007	0.007	0.043	0.007	0.007	0.008	0.007	0.008	0.009	0.008	0.009	0.008	0.008	0.008	0.008	0.006	0.008	0.006	0.041	-0.003	-0.003	-0.003	-0.006	-0.002	-0.004	-0.003	-0.002	-0.003	-0.005	0.032	-0.006	0.030	-0.004	-0.004	-0.004	-0.002	-0.005	-0.004	-0.005	0.031	-0.006	-0.004	-0.006	-0.005	-0.005	-0.003	-0.005	-0.005	-0.003	-0.003	-0.002	0.166	0.166	0.166	0.166	0.167	0.166	0.166	0.167	0.166	0.166	0.163	0.166	0.177	0.166	0.166	0.180	0.166	0.166	0.167	0.166	0.164	0.167	0.166	0.167	0.167	0.167	0.166	0.167	0.165	0.166	0.166	0.179	0.011	-0.001	0.167	2016_7_19_17_01_45
FLQS2F0LGRX5____	0.134	0.134	0.167	0.136	0.136	0.169	0.169	0.136	0.169	0.169	0.168	0.136	0.135	0.169	0.169	0.170	0.135	0.137	0.168	0.136	0.170	0.138	0.136	0.138	0.170	0.170	0.102	0.170	0.139	0.168	0.167	0.136	-0.059	-0.059	-0.060	-0.058	-0.057	-0.062	-0.059	-0.057	-0.059	-0.060	-0.060	-0.058	-0.091	-0.062	-0.062	-0.059	-0.059	-0.059	-0.061	-0.061	-0.058	-0.096	-0.059	-0.096	-0.095	-0.095	-0.093	-0.095	-0.060	-0.096	-0.093	-0.058	-0.118	-0.118	-0.105	-0.117	-0.117	-0.105	-0.105	-0.117	-0.105	-0.104	-0.105	-0.117	-0.115	-0.105	-0.105	-0.104	-0.117	-0.117	-0.105	-0.116	-0.104	-0.113	-0.117	-0.113	-0.101	-0.101	-0.128	-0.101	-0.116	-0.102	-0.103	-0.117	0.151	-0.069	-0.110	2016_7_19_17_01_45
FLQS2EQUGRX5____	0.193	0.193	0.194	0.193	0.194	0.194	0.191	0.194	0.191	0.193	0.194	0.193	0.159	0.194	0.194	0.185	0.161	0.194	0.192	0.195	0.191	0.157	0.194	0.157	0.195	0.195	0.224	0.195	0.224	0.195	0.162	0.160	-0.026	-0.026	-0.025	-0.026	-0.026	-0.027	-0.024	-0.026	-0.024	-0.027	-0.065	-0.026	-0.064	-0.027	-0.027	-0.059	-0.063	-0.026	-0.027	-0.062	-0.023	-0.065	-0.025	-0.065	-0.064	-0.064	-0.023	-0.064	-0.023	-0.061	-0.063	-0.064	0.213	0.213	0.214	0.213	0.214	0.214	0.212	0.214	0.212	0.213	0.217	0.213	0.203	0.214	0.214	0.213	0.204	0.214	0.214	0.217	0.213	0.203	0.214	0.203	0.217	0.217	0.226	0.217	0.226	0.217	0.204	0.204	0.189	-0.041	0.213	2016_7_19_17_01_45
FLQS2DERGRX5____	0.058	0.058	0.056	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.058	0.057	0.059	0.057	0.057	0.097	0.058	0.057	0.057	0.059	0.060	0.023	0.059	0.023	0.058	0.058	0.058	0.058	0.093	0.058	0.060	0.058	0.003	0.003	-0.001	0.002	0.001	0.001	-0.000	0.001	-0.000	-0.001	-0.001	0.002	0.035	0.001	0.001	0.001	0.004	0.040	0.000	0.003	0.000	-0.003	-0.002	-0.003	0.002	0.002	-0.001	0.002	-0.038	0.000	-0.001	-0.001	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.120	0.122	0.122	0.137	0.122	0.119	0.122	0.123	0.123	0.109	0.123	0.109	0.122	0.122	0.123	0.122	0.139	0.122	0.123	0.123	0.058	0.002	0.122	2016_7_19_17_01_45
FLQS2CKUGRX5	-0.036	-0.036	-0.038	-0.039	-0.034	-0.040	-0.038	-0.034	-0.038	-0.038	-0.038	-0.039	-0.039	-0.040	-0.040	-0.035	-0.040	-0.042	-0.039	-0.038	-0.039	-0.039	-0.036	-0.039	-0.039	-0.039	-0.038	-0.039	-0.037	-0.037	-0.040	-0.034	-0.045	-0.045	-0.042	0.039	-0.042	-0.002	-0.005	-0.042	-0.005	-0.003	-0.041	0.039	-0.038	-0.002	-0.002	-0.046	0.038	0.037	-0.001	-0.003	-0.005	0.000	-0.002	0.000	-0.000	-0.000	-0.005	-0.000	-0.042	-0.002	0.038	-0.044	-0.101	-0.101	-0.102	-0.109	-0.101	-0.106	-0.105	-0.101	-0.105	-0.105	-0.102	-0.109	-0.103	-0.106	-0.106	-0.101	-0.109	-0.110	-0.107	-0.106	-0.106	-0.106	-0.105	-0.106	-0.106	-0.106	-0.106	-0.106	-0.102	-0.105	-0.110	-0.101	-0.038	-0.008	-0.105	2016_7_19_17_01_45
FLQS2C9EGRX5____	0.048	0.048	0.049	0.048	0.047	0.050	0.048	0.047	0.048	0.050	0.048	0.048	0.049	0.050	0.050	0.050	0.048	0.016	0.047	0.050	0.049	0.049	0.048	0.049	0.048	0.048	0.049	0.048	0.048	0.049	0.017	0.048	-0.039	-0.039	0.001	0.003	0.001	0.039	0.005	0.001	0.005	0.004	0.003	0.003	0.005	0.039	0.039	0.002	0.001	0.006	0.005	0.004	0.039	0.002	0.004	0.002	0.005	0.005	0.003	0.005	0.038	0.001	0.039	0.004	0.155	0.155	0.152	0.152	0.152	0.149	0.151	0.152	0.151	0.152	0.152	0.152	0.152	0.149	0.149	0.153	0.152	0.139	0.152	0.153	0.149	0.152	0.152	0.152	0.151	0.151	0.152	0.151	0.149	0.152	0.137	0.152	0.047	0.007	0.151	2016_7_19_17_01_46
FLQS2C6NGRX5____	-0.066	-0.066	-0.031	-0.031	-0.030	-0.031	-0.033	-0.030	-0.033	-0.066	-0.031	-0.031	-0.064	-0.031	-0.031	-0.067	-0.031	-0.030	-0.031	-0.032	-0.032	-0.031	-0.068	-0.031	-0.031	-0.031	-0.031	-0.031	-0.035	-0.031	-0.031	-0.067	-0.001	-0.001	-0.000	0.000	-0.001	0.001	0.080	-0.001	0.080	-0.001	-0.001	0.000	-0.000	0.001	0.001	-0.001	0.002	0.001	0.037	0.001	0.038	-0.000	-0.002	-0.000	-0.001	-0.001	-0.000	-0.001	0.081	-0.002	-0.001	0.001	0.004	0.004	0.018	0.017	0.018	0.018	0.011	0.018	0.011	0.004	0.017	0.017	0.005	0.018	0.018	0.005	0.018	0.018	0.014	0.018	0.015	0.018	0.004	0.018	0.018	0.018	0.018	0.018	0.010	0.018	0.018	0.003	-0.039	0.010	0.014	2016_7_19_17_01_46
FLQS2BJ4GRX5____	-0.113	-0.113	-0.072	-0.021	-0.074	-0.114	-0.112	-0.074	-0.112	-0.113	-0.115	-0.021	-0.110	-0.114	-0.114	-0.111	-0.114	-0.112	-0.114	-0.111	-0.113	-0.110	-0.114	-0.110	-0.114	-0.114	-0.112	-0.114	-0.110	-0.116	-0.110	-0.113	-0.003	-0.003	-0.001	0.076	-0.001	-0.001	-0.002	-0.001	-0.002	-0.002	-0.001	0.076	-0.000	-0.001	-0.001	-0.001	-0.004	-0.001	-0.003	-0.003	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.003	-0.000	-0.000	0.000	0.001	-0.003	-0.012	-0.012	0.004	0.017	0.003	-0.012	-0.011	0.003	-0.011	-0.012	-0.012	0.017	-0.011	-0.012	-0.012	-0.011	-0.012	-0.011	-0.012	-0.011	-0.012	-0.011	-0.013	-0.011	-0.012	-0.012	-0.012	-0.012	-0.011	-0.013	-0.011	-0.012	-0.103	0.004	-0.008	2016_7_19_17_01_46
FLQS224TGRWM____	-0.004	-0.004	-0.001	-0.003	-0.000	-0.003	-0.003	-0.000	-0.003	-0.001	-0.001	-0.003	-0.001	-0.003	-0.003	-0.002	-0.003	-0.003	-0.004	-0.003	-0.004	-0.005	-0.003	-0.005	-0.002	-0.002	-0.003	-0.002	-0.003	-0.001	0.000	-0.004	-0.009	-0.009	-0.011	0.031	-0.009	0.028	-0.012	-0.009	-0.012	0.027	-0.012	0.031	-0.048	0.028	0.028	-0.009	-0.009	0.026	-0.010	-0.013	-0.009	-0.011	-0.012	-0.011	-0.012	-0.012	-0.013	-0.012	0.028	-0.011	-0.013	-0.009	0.115	0.115	0.116	0.112	0.116	0.111	0.115	0.116	0.115	0.112	0.116	0.112	0.119	0.111	0.111	0.115	0.115	0.112	0.115	0.115	0.115	0.115	0.115	0.115	0.116	0.116	0.115	0.116	0.111	0.115	0.116	0.115	-0.003	-0.002	0.115	2016_7_19_17_01_46
