SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS2044GRWY____	0.046	0.045	0.018	0.017	0.045	0.016	0.017	0.018	0.045	0.016	0.016	0.019	0.045	0.044	0.046	0.017	0.016	0.018	0.017	0.017	0.044	0.017	0.017	0.044	0.017	0.017	0.018	0.044	0.016	0.017	0.015	0.018	-0.035	0.019	-0.032	-0.028	0.021	0.019	-0.028	0.020	0.021	-0.007	-0.007	-0.034	0.021	0.020	-0.004	-0.029	-0.007	0.020	-0.007	-0.006	0.018	-0.029	-0.029	0.020	-0.029	-0.029	-0.030	0.018	-0.006	-0.004	-0.005	-0.030	-0.654	-0.657	-0.665	-0.666	-0.656	-0.669	-0.666	-0.668	-0.657	-0.668	-0.668	-0.665	-0.656	-0.657	-0.655	-0.666	-0.668	-0.668	-0.667	-0.666	-0.657	-0.666	-0.666	-0.657	-0.666	-0.666	-0.666	-0.657	-0.667	-0.668	-0.667	-0.666	0.026	-0.006	-0.663	2016_7_19_16_59_07
FLQS312SGRWV____	0.002	0.002	0.001	0.002	0.002	0.002	0.002	0.002	0.001	0.002	0.002	0.031	0.002	0.001	0.002	0.001	-0.027	0.002	0.001	0.002	0.002	-0.027	-0.027	0.001	0.002	0.001	0.002	0.002	0.001	0.002	0.003	0.002	-0.007	-0.005	-0.006	-0.006	-0.007	-0.006	-0.006	-0.006	-0.005	-0.004	-0.004	0.021	-0.007	-0.004	-0.008	-0.006	-0.039	-0.006	-0.005	-0.005	-0.007	-0.029	-0.029	-0.004	-0.007	-0.006	-0.005	-0.007	-0.005	-0.006	0.022	-0.005	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.011	0.001	0.001	0.001	0.001	-0.010	0.001	0.001	0.001	0.001	-0.009	-0.009	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.000	0.001	-0.000	-0.006	0.000	2016_7_19_16_59_07
FLQS31J6GRWY____	-0.121	-0.094	-0.090	-0.120	-0.120	-0.091	-0.120	-0.089	-0.152	-0.119	-0.119	-0.122	-0.120	-0.121	-0.121	-0.120	-0.090	-0.089	-0.089	-0.089	-0.090	-0.120	-0.120	-0.121	-0.121	-0.120	-0.120	-0.090	-0.120	-0.121	-0.122	-0.120	-0.070	-0.069	-0.003	-0.070	-0.071	-0.043	-0.070	-0.042	-0.098	-0.098	-0.098	-0.097	-0.071	-0.070	-0.097	-0.071	-0.096	-0.042	-0.071	-0.071	-0.046	-0.072	-0.072	-0.070	-0.070	-0.071	-0.071	-0.046	-0.070	-0.069	-0.096	-0.071	-0.721	-0.709	-0.710	-0.720	-0.719	-0.709	-0.720	-0.708	-0.731	-0.718	-0.718	-0.719	-0.719	-0.720	-0.719	-0.720	-0.707	-0.708	-0.706	-0.707	-0.708	-0.719	-0.719	-0.720	-0.720	-0.720	-0.720	-0.708	-0.720	-0.720	-0.719	-0.720	-0.112	-0.070	-0.716	2016_7_19_16_58_54
FLQS31FWGRWY____	0.023	-0.007	-0.006	-0.034	-0.006	-0.006	-0.034	-0.005	-0.006	-0.007	-0.007	-0.007	-0.006	-0.007	-0.006	-0.006	-0.007	-0.005	-0.006	-0.007	-0.007	-0.035	-0.035	-0.007	-0.006	-0.006	-0.007	-0.007	0.021	-0.006	-0.006	-0.007	0.056	0.027	-0.001	-0.003	0.025	-0.003	-0.003	0.025	-0.001	0.028	0.028	-0.001	0.025	-0.001	-0.001	-0.001	-0.001	0.025	-0.003	-0.001	-0.002	-0.004	-0.004	-0.001	-0.002	-0.001	-0.002	-0.002	-0.003	-0.001	-0.002	-0.002	0.007	-0.004	-0.002	-0.014	-0.004	-0.003	-0.014	-0.003	-0.003	-0.003	-0.003	-0.003	-0.004	-0.002	-0.002	-0.002	-0.003	-0.003	-0.002	-0.003	-0.002	-0.014	-0.014	-0.002	-0.002	-0.002	-0.002	-0.002	0.009	-0.002	-0.002	-0.002	-0.008	0.006	-0.003	2016_7_19_16_58_55
FLQS31CRGRWY____	-0.076	-0.078	-0.108	-0.077	-0.143	-0.107	-0.077	-0.079	-0.107	-0.047	-0.047	-0.080	-0.143	-0.078	-0.076	-0.141	-0.109	-0.079	-0.078	-0.049	-0.078	-0.077	-0.077	-0.078	-0.141	-0.141	-0.107	-0.078	-0.078	-0.078	-0.077	-0.107	-0.062	-0.007	-0.006	0.024	-0.009	-0.035	0.024	-0.007	-0.035	0.029	0.029	-0.007	-0.009	-0.008	-0.009	-0.035	-0.004	-0.007	0.023	0.023	-0.010	-0.008	-0.008	-0.008	-0.009	-0.035	-0.008	-0.010	-0.008	-0.007	-0.008	-0.008	-0.058	-0.061	-0.073	-0.062	-0.087	-0.072	-0.062	-0.061	-0.071	-0.050	-0.050	-0.062	-0.087	-0.061	-0.060	-0.086	-0.074	-0.061	-0.063	-0.050	-0.061	-0.061	-0.061	-0.061	-0.086	-0.086	-0.073	-0.061	-0.061	-0.061	-0.060	-0.073	-0.091	-0.007	-0.066	2016_7_19_16_58_55
FLQS319LGRWY____	-0.127	-0.157	-0.155	-0.127	-0.155	-0.186	-0.127	-0.184	-0.185	-0.156	-0.156	-0.184	-0.155	-0.155	-0.156	-0.184	-0.185	-0.184	-0.184	-0.157	-0.157	-0.155	-0.155	-0.155	-0.127	-0.184	-0.185	-0.157	-0.184	-0.185	-0.185	-0.185	-0.088	-0.087	-0.062	-0.064	-0.110	-0.088	-0.064	-0.115	-0.087	-0.061	-0.061	-0.116	-0.110	-0.114	-0.111	-0.088	-0.124	-0.115	-0.116	-0.090	-0.089	-0.089	-0.089	-0.114	-0.064	-0.088	-0.144	-0.089	-0.087	-0.087	-0.089	-0.144	-0.048	-0.060	-0.060	-0.048	-0.058	-0.072	-0.048	-0.070	-0.071	-0.061	-0.061	-0.069	-0.058	-0.058	-0.059	-0.071	-0.070	-0.070	-0.070	-0.060	-0.060	-0.059	-0.059	-0.058	-0.049	-0.071	-0.069	-0.060	-0.071	-0.072	-0.071	-0.069	-0.165	-0.095	-0.063	2016_7_19_16_58_55
FLQS319HGRWY____	-0.036	-0.007	-0.006	-0.006	-0.005	-0.006	-0.006	-0.007	-0.006	-0.005	-0.005	-0.007	-0.005	-0.034	-0.005	-0.036	-0.035	-0.007	-0.005	-0.007	-0.005	-0.005	-0.005	-0.034	-0.005	-0.036	-0.007	-0.005	-0.005	-0.035	-0.006	-0.007	0.138	0.107	0.143	0.141	0.085	0.085	0.141	0.085	0.084	0.118	0.118	0.113	0.085	0.060	0.086	0.109	0.084	0.085	0.084	0.111	0.084	0.108	0.108	0.060	0.141	0.109	0.110	0.084	0.115	0.085	0.087	0.110	-0.020	-0.007	-0.008	-0.008	-0.006	-0.006	-0.008	-0.006	-0.005	-0.007	-0.007	-0.008	-0.006	-0.015	-0.005	-0.018	-0.017	-0.006	-0.006	-0.007	-0.006	-0.007	-0.007	-0.015	-0.007	-0.018	-0.007	-0.006	-0.006	-0.017	-0.006	-0.007	-0.012	0.102	-0.009	2016_7_19_16_58_55
FLQS317CGRWY____	0.140	0.140	0.111	0.140	0.169	0.140	0.140	0.208	0.112	0.140	0.140	0.140	0.169	0.112	0.140	0.140	0.140	0.208	0.140	0.139	0.141	0.168	0.168	0.112	0.140	0.140	0.140	0.141	0.139	0.140	0.140	0.140	-0.014	-0.038	-0.071	-0.012	-0.014	-0.013	-0.012	-0.012	-0.040	-0.012	-0.012	-0.042	-0.014	-0.039	-0.014	-0.013	-0.011	-0.012	-0.039	-0.038	-0.039	-0.011	-0.011	-0.039	-0.014	-0.013	-0.039	-0.039	-0.013	-0.012	-0.014	-0.039	-0.617	-0.616	-0.626	-0.617	-0.606	-0.617	-0.617	-0.589	-0.627	-0.618	-0.618	-0.616	-0.606	-0.627	-0.617	-0.617	-0.617	-0.589	-0.616	-0.616	-0.616	-0.606	-0.606	-0.627	-0.617	-0.617	-0.616	-0.616	-0.617	-0.617	-0.617	-0.616	0.144	-0.024	-0.615	2016_7_19_16_58_55
FLQS3160GRWY____	-0.159	-0.186	-0.186	-0.188	-0.159	-0.187	-0.188	-0.187	-0.158	-0.158	-0.158	-0.158	-0.159	-0.159	-0.187	-0.188	-0.158	-0.187	-0.186	-0.186	-0.158	-0.187	-0.187	-0.159	-0.158	-0.188	-0.186	-0.158	-0.159	-0.158	-0.188	-0.186	-0.006	0.019	0.044	0.041	0.019	-0.006	0.041	-0.005	-0.005	0.020	0.020	0.048	0.019	-0.004	0.019	-0.020	0.020	-0.005	-0.006	0.020	-0.004	0.019	0.019	-0.004	-0.011	-0.020	-0.004	-0.004	-0.018	0.019	-0.015	-0.004	-0.275	-0.287	-0.288	-0.289	-0.276	-0.286	-0.289	-0.286	-0.275	-0.275	-0.275	-0.276	-0.276	-0.275	-0.287	-0.287	-0.276	-0.286	-0.286	-0.287	-0.275	-0.288	-0.288	-0.275	-0.274	-0.287	-0.286	-0.275	-0.274	-0.275	-0.287	-0.286	-0.174	0.008	-0.282	2016_7_19_16_58_55
FLQS3126GRWV____	-0.198	-0.255	-0.255	-0.227	-0.291	-0.255	-0.227	-0.255	-0.226	-0.227	-0.227	-0.255	-0.291	-0.226	-0.227	-0.227	-0.256	-0.255	-0.256	-0.254	-0.257	-0.255	-0.255	-0.226	-0.289	-0.227	-0.254	-0.257	-0.255	-0.226	-0.256	-0.254	-0.072	-0.100	-0.154	-0.152	-0.155	-0.156	-0.152	-0.154	-0.071	-0.127	-0.127	-0.126	-0.155	-0.126	-0.100	-0.122	-0.129	-0.154	-0.154	-0.152	-0.099	-0.124	-0.124	-0.126	-0.126	-0.122	-0.123	-0.099	-0.101	-0.125	-0.102	-0.123	-0.077	-0.099	-0.096	-0.085	-0.111	-0.097	-0.085	-0.096	-0.089	-0.087	-0.087	-0.098	-0.111	-0.086	-0.087	-0.086	-0.098	-0.096	-0.097	-0.097	-0.100	-0.099	-0.099	-0.086	-0.111	-0.086	-0.098	-0.100	-0.099	-0.086	-0.099	-0.098	-0.247	-0.126	-0.095	2016_7_19_16_58_55
FLQS3115GRWV____	-0.045	-0.074	-0.104	-0.074	-0.074	-0.074	-0.074	-0.074	-0.043	-0.073	-0.073	-0.046	-0.074	-0.074	-0.073	-0.074	-0.105	-0.074	-0.074	-0.103	-0.073	-0.074	-0.074	-0.074	-0.044	-0.074	-0.074	-0.073	-0.073	-0.104	-0.074	-0.074	-0.002	-0.003	-0.003	-0.002	-0.002	-0.003	-0.002	-0.002	0.058	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	0.020	-0.003	-0.002	-0.002	-0.027	-0.001	-0.001	-0.001	-0.001	0.000	0.020	0.023	-0.001	-0.059	-0.003	-0.004	0.023	-0.018	-0.029	-0.041	-0.030	-0.030	-0.030	-0.030	-0.030	-0.020	-0.029	-0.029	-0.019	-0.030	-0.030	-0.030	-0.031	-0.042	-0.030	-0.030	-0.040	-0.029	-0.030	-0.030	-0.030	-0.017	-0.031	-0.031	-0.029	-0.027	-0.042	-0.029	-0.031	-0.074	0.000	-0.030	2016_7_19_16_58_56
FLQS310RGRWV____	-0.124	-0.123	-0.122	-0.123	-0.123	-0.124	-0.123	-0.123	-0.094	-0.123	-0.123	-0.122	-0.123	-0.124	-0.124	-0.123	-0.124	-0.123	-0.123	-0.123	-0.095	-0.123	-0.123	-0.124	-0.123	-0.123	-0.123	-0.095	-0.123	-0.123	-0.125	-0.123	0.002	-0.029	-0.057	0.001	0.000	-0.027	0.001	-0.029	-0.004	-0.000	-0.000	-0.004	0.000	-0.000	-0.026	-0.000	-0.000	-0.029	0.026	-0.028	-0.004	-0.005	-0.005	-0.000	-0.052	-0.000	-0.002	-0.004	-0.052	-0.028	-0.002	-0.002	-0.133	-0.132	-0.130	-0.133	-0.133	-0.132	-0.133	-0.131	-0.121	-0.133	-0.133	-0.133	-0.133	-0.134	-0.132	-0.133	-0.133	-0.131	-0.134	-0.132	-0.121	-0.132	-0.132	-0.134	-0.131	-0.133	-0.133	-0.121	-0.131	-0.132	-0.134	-0.133	-0.121	-0.011	-0.131	2016_7_19_16_58_56
FLQS3106GRWV____	0.181	0.154	0.183	0.154	0.154	0.153	0.154	0.153	0.155	0.183	0.183	0.182	0.154	0.155	0.154	0.182	0.183	0.153	0.154	0.154	0.183	0.155	0.155	0.155	0.183	0.182	0.154	0.183	0.183	0.183	0.153	0.154	-0.009	-0.006	0.055	-0.002	-0.007	-0.006	-0.002	-0.007	-0.035	-0.006	-0.006	-0.004	-0.007	0.000	-0.007	-0.008	-0.005	-0.007	-0.007	0.023	-0.006	-0.006	-0.006	0.000	-0.003	-0.008	-0.007	-0.006	-0.009	-0.006	-0.031	-0.007	0.748	0.736	0.745	0.737	0.737	0.736	0.737	0.736	0.738	0.748	0.748	0.748	0.737	0.736	0.737	0.748	0.748	0.736	0.736	0.735	0.748	0.737	0.737	0.736	0.747	0.748	0.736	0.748	0.748	0.748	0.737	0.736	0.166	-0.005	0.741	2016_7_19_16_58_56
FLQS30ZQGRWV____	0.088	0.089	0.089	0.089	0.088	0.150	0.089	0.117	0.117	0.090	0.090	0.088	0.088	0.089	0.117	0.118	0.089	0.117	0.117	0.117	0.090	0.087	0.087	0.089	0.089	0.118	0.118	0.090	0.118	0.089	0.118	0.118	0.036	0.010	-0.019	-0.015	0.010	0.037	-0.015	0.034	0.035	-0.020	-0.020	-0.018	0.010	0.009	0.010	0.011	0.009	0.034	0.011	0.074	0.009	0.010	0.010	0.009	-0.016	0.011	0.011	0.009	0.011	0.010	0.040	0.011	-0.639	-0.639	-0.637	-0.638	-0.638	-0.615	-0.638	-0.628	-0.628	-0.637	-0.637	-0.638	-0.638	-0.638	-0.628	-0.627	-0.638	-0.628	-0.627	-0.629	-0.638	-0.640	-0.640	-0.638	-0.638	-0.627	-0.627	-0.638	-0.627	-0.639	-0.628	-0.627	0.102	0.011	-0.634	2016_7_19_16_58_56
