SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS2044GRWY____	0.009	0.007	0.045	0.009	0.009	0.047	0.047	0.044	0.009	0.009	0.046	0.005	0.007	0.009	0.011	0.046	0.046	0.046	0.006	0.007	0.009	0.007	0.046	0.047	0.046	0.007	0.046	0.010	0.046	0.046	0.008	0.007	0.043	0.044	0.078	0.042	0.079	0.044	0.046	0.047	0.042	0.077	0.077	0.079	0.076	0.042	0.042	0.077	0.077	0.077	0.043	0.076	0.045	0.076	0.042	0.010	0.011	0.076	0.042	0.042	0.042	0.077	0.009	0.078	-0.450	-0.452	-0.442	-0.450	-0.460	-0.433	-0.433	-0.435	-0.449	-0.459	-0.443	-0.461	-0.460	-0.450	-0.449	-0.443	-0.443	-0.442	-0.452	-0.459	-0.451	-0.459	-0.433	-0.423	-0.425	-0.459	-0.433	-0.450	-0.433	-0.443	-0.442	-0.460	0.025	0.055	-0.446	2016_7_19_17_00_57
FLQS312SGRWV____	0.009	0.008	0.009	0.007	0.010	-0.033	-0.034	0.009	0.009	0.008	0.009	0.051	0.008	-0.034	-0.034	0.009	0.009	0.009	0.008	0.008	0.008	0.008	0.008	0.006	0.007	0.008	0.051	0.008	0.008	0.009	-0.033	0.051	-0.007	-0.008	-0.009	-0.008	-0.007	-0.010	-0.045	-0.004	-0.006	-0.007	-0.007	-0.008	-0.008	-0.009	-0.010	-0.007	-0.007	-0.007	-0.008	-0.007	-0.009	-0.007	-0.007	-0.007	-0.007	-0.007	-0.009	-0.009	-0.007	-0.007	-0.010	-0.010	-0.024	-0.024	-0.023	-0.024	-0.024	-0.042	-0.034	-0.024	-0.024	-0.024	-0.023	-0.004	-0.024	-0.043	-0.043	-0.023	-0.023	-0.024	-0.024	-0.024	-0.024	-0.024	-0.024	-0.025	-0.024	-0.024	-0.003	-0.024	-0.024	-0.023	-0.042	-0.003	0.006	-0.009	-0.025	2016_7_19_17_00_57
FLQS31J6GRWY____	-0.187	-0.146	-0.144	-0.145	-0.143	-0.143	-0.148	-0.144	-0.145	-0.144	-0.143	-0.143	-0.145	-0.148	-0.147	-0.143	-0.143	-0.147	-0.145	-0.146	-0.143	-0.146	-0.144	-0.145	-0.145	-0.146	-0.146	-0.142	-0.144	-0.143	-0.183	-0.184	0.028	0.068	0.067	0.068	0.070	0.071	0.031	0.070	0.067	0.068	0.066	0.066	0.068	0.064	0.068	0.066	0.066	0.068	0.068	0.068	0.066	0.068	0.069	0.070	0.066	0.068	0.067	0.066	0.069	0.066	0.066	0.069	-0.157	-0.149	-0.147	-0.148	-0.148	-0.149	-0.140	-0.149	-0.148	-0.149	-0.147	-0.147	-0.148	-0.149	-0.149	-0.147	-0.147	-0.148	-0.148	-0.149	-0.147	-0.149	-0.148	-0.149	-0.148	-0.149	-0.148	-0.146	-0.148	-0.147	-0.166	-0.167	-0.148	0.065	-0.149	2016_7_19_17_00_31
FLQS31FWGRWY____	-0.055	-0.055	-0.054	-0.094	-0.058	-0.052	-0.056	-0.055	-0.056	-0.097	-0.056	-0.056	-0.057	-0.054	-0.054	-0.056	-0.056	-0.056	-0.055	-0.056	-0.054	-0.056	-0.056	-0.057	-0.057	-0.056	-0.054	-0.094	-0.056	-0.056	-0.055	-0.056	0.005	0.006	0.005	-0.044	0.004	0.006	0.005	0.007	0.005	-0.001	0.007	0.005	0.007	0.008	0.007	0.007	0.007	0.006	0.005	0.005	0.007	0.005	0.006	0.007	0.004	0.005	0.005	-0.042	0.006	0.007	0.004	0.004	0.624	0.623	0.624	0.619	0.623	0.624	0.623	0.623	0.623	0.606	0.623	0.623	0.623	0.624	0.624	0.623	0.623	0.623	0.624	0.623	0.623	0.623	0.624	0.622	0.624	0.623	0.625	0.618	0.624	0.623	0.624	0.623	-0.059	0.003	0.623	2016_7_19_17_00_31
FLQS31CRGRWY____	-0.066	-0.064	-0.065	-0.067	-0.067	-0.067	-0.066	-0.068	-0.109	-0.066	-0.068	-0.069	-0.067	-0.066	-0.069	-0.068	-0.068	-0.067	-0.112	-0.110	-0.068	-0.110	-0.111	-0.112	-0.069	-0.110	-0.069	-0.068	-0.111	-0.068	-0.066	-0.069	0.004	0.002	0.004	0.005	0.004	0.006	0.005	0.003	0.006	0.006	0.005	0.049	0.005	0.006	0.005	0.005	0.005	0.003	0.005	0.005	0.005	0.005	0.043	0.005	0.006	0.005	0.005	0.044	0.043	0.005	0.006	0.005	-0.059	-0.058	-0.059	-0.059	-0.059	-0.059	-0.059	-0.060	-0.080	-0.059	-0.061	-0.071	-0.060	-0.060	-0.060	-0.061	-0.061	-0.059	-0.080	-0.080	-0.060	-0.080	-0.090	-0.081	-0.061	-0.080	-0.061	-0.070	-0.090	-0.061	-0.059	-0.061	-0.078	0.010	-0.066	2016_7_19_17_00_31
FLQS319LGRWY____	-0.210	-0.209	-0.252	-0.251	-0.253	-0.253	-0.258	-0.212	-0.209	-0.252	-0.209	-0.211	-0.252	-0.208	-0.211	-0.209	-0.209	-0.253	-0.212	-0.212	-0.210	-0.212	-0.208	-0.254	-0.212	-0.212	-0.211	-0.253	-0.208	-0.209	-0.252	-0.212	0.135	0.080	0.124	0.127	0.126	0.123	0.025	0.165	0.129	0.128	0.128	0.126	0.126	0.127	0.082	0.128	0.128	0.126	0.126	0.128	0.124	0.128	0.082	0.080	0.123	0.128	0.128	0.126	0.082	0.128	0.127	0.126	-0.727	-0.712	-0.744	-0.744	-0.745	-0.744	-0.720	-0.736	-0.725	-0.745	-0.725	-0.726	-0.744	-0.724	-0.714	-0.725	-0.725	-0.745	-0.726	-0.727	-0.724	-0.727	-0.712	-0.733	-0.725	-0.727	-0.726	-0.745	-0.712	-0.725	-0.744	-0.726	-0.225	0.118	-0.730	2016_7_19_17_00_31
FLQS319HGRWY____	0.042	-0.044	-0.092	-0.048	-0.046	-0.046	0.042	-0.047	-0.003	-0.048	-0.006	-0.048	-0.006	-0.003	-0.005	-0.006	-0.006	-0.047	-0.046	-0.046	-0.002	-0.046	-0.004	-0.044	0.002	-0.046	-0.006	-0.044	-0.004	-0.006	-0.047	-0.046	0.041	0.035	-0.043	0.035	0.035	0.035	0.049	-0.003	0.039	-0.002	0.001	0.001	0.001	0.001	0.038	0.001	0.001	-0.001	0.001	0.036	0.002	0.036	0.038	0.037	0.006	0.036	0.002	0.035	0.038	0.001	-0.037	-0.001	-0.620	-0.658	-0.660	-0.660	-0.659	-0.659	-0.622	-0.649	-0.640	-0.650	-0.631	-0.651	-0.631	-0.630	-0.641	-0.631	-0.631	-0.650	-0.650	-0.659	-0.629	-0.659	-0.641	-0.659	-0.629	-0.659	-0.632	-0.658	-0.641	-0.631	-0.640	-0.649	-0.025	0.015	-0.644	2016_7_19_17_00_31
FLQS317CGRWY____	0.130	0.131	0.132	0.132	0.132	0.131	0.133	0.131	0.130	0.133	0.129	0.091	0.129	0.128	0.131	0.129	0.129	0.130	0.132	0.130	0.130	0.130	0.130	0.133	0.094	0.130	0.132	0.133	0.130	0.129	0.093	0.134	-0.022	-0.068	-0.025	-0.067	-0.068	-0.066	-0.067	-0.070	-0.067	-0.069	-0.069	-0.070	-0.068	-0.069	-0.070	-0.069	-0.069	-0.069	-0.068	-0.068	-0.068	-0.068	-0.067	-0.070	-0.071	-0.068	-0.068	-0.066	-0.067	-0.069	-0.068	-0.070	0.074	0.087	0.077	0.088	0.088	0.087	0.088	0.088	0.087	0.089	0.087	0.070	0.087	0.086	0.089	0.087	0.087	0.087	0.088	0.088	0.087	0.088	0.086	0.089	0.071	0.088	0.088	0.088	0.086	0.087	0.070	0.090	0.127	-0.066	0.085	2016_7_19_17_00_31
FLQS3160GRWY____	-0.142	-0.102	-0.104	-0.102	-0.144	-0.145	-0.145	-0.104	-0.143	-0.100	-0.143	-0.102	-0.101	-0.107	-0.102	-0.143	-0.143	-0.145	-0.142	-0.143	-0.144	-0.143	-0.144	-0.186	-0.100	-0.143	-0.102	-0.106	-0.144	-0.143	-0.102	-0.102	-0.038	0.066	0.065	0.065	0.071	0.063	0.061	0.058	0.063	0.064	0.028	0.065	0.063	0.063	0.062	0.028	0.028	0.062	0.062	0.062	0.061	0.062	0.025	0.060	0.063	0.062	0.061	0.022	0.025	0.028	0.063	0.065	-0.061	-0.070	-0.071	-0.070	-0.092	-0.089	-0.088	-0.069	-0.088	-0.069	-0.080	-0.070	-0.069	-0.072	-0.070	-0.080	-0.080	-0.089	-0.088	-0.089	-0.088	-0.089	-0.079	-0.107	-0.069	-0.089	-0.069	-0.060	-0.079	-0.080	-0.070	-0.070	-0.127	0.052	-0.078	2016_7_19_17_00_31
FLQS3126GRWV____	-0.211	-0.162	-0.166	-0.165	-0.211	-0.164	-0.165	-0.167	-0.168	-0.163	-0.171	-0.168	-0.169	-0.167	-0.167	-0.171	-0.171	-0.168	-0.167	-0.168	-0.210	-0.168	-0.168	-0.167	-0.167	-0.168	-0.168	-0.166	-0.168	-0.171	-0.166	-0.166	0.100	0.102	0.181	0.141	0.140	0.140	0.142	0.139	0.104	0.141	0.140	0.141	0.140	0.138	0.139	0.140	0.140	0.140	0.102	0.140	0.139	0.140	0.141	0.140	0.141	0.140	0.138	0.140	0.141	0.140	0.140	0.103	-0.145	-0.124	-0.146	-0.135	-0.156	-0.136	-0.135	-0.136	-0.128	-0.135	-0.138	-0.138	-0.137	-0.136	-0.135	-0.138	-0.138	-0.137	-0.126	-0.136	-0.156	-0.136	-0.137	-0.136	-0.137	-0.136	-0.136	-0.136	-0.137	-0.138	-0.136	-0.126	-0.171	0.135	-0.137	2016_7_19_17_00_31
FLQS3115GRWV____	-0.058	-0.057	-0.058	-0.055	-0.056	-0.058	-0.056	-0.055	-0.057	-0.056	-0.058	-0.055	-0.055	-0.059	-0.057	-0.058	-0.058	-0.056	-0.058	-0.059	-0.058	-0.059	-0.058	-0.059	-0.057	-0.059	-0.059	-0.055	-0.058	-0.058	-0.056	-0.058	0.009	0.008	0.009	0.006	0.008	0.007	0.007	0.008	0.007	0.007	0.008	0.008	0.007	0.007	0.008	0.008	0.008	0.008	0.008	0.009	0.006	0.009	0.008	0.009	0.008	0.009	0.008	0.007	0.008	0.008	0.006	0.010	-0.042	-0.041	-0.041	-0.040	-0.041	-0.041	-0.041	-0.040	-0.041	-0.041	-0.042	-0.041	-0.040	-0.042	-0.041	-0.042	-0.042	-0.041	-0.042	-0.043	-0.041	-0.043	-0.042	-0.043	-0.041	-0.043	-0.042	-0.041	-0.042	-0.042	-0.040	-0.043	-0.057	0.008	-0.041	2016_7_19_17_00_31
FLQS310RGRWV____	-0.245	-0.248	-0.208	-0.248	-0.249	-0.212	-0.211	-0.211	-0.214	-0.211	-0.211	-0.249	-0.245	-0.209	-0.211	-0.211	-0.211	-0.209	-0.210	-0.211	-0.212	-0.211	-0.211	-0.249	-0.214	-0.211	-0.211	-0.247	-0.211	-0.211	-0.248	-0.247	-0.016	0.058	0.058	0.022	0.023	0.023	0.020	0.021	0.022	0.021	0.060	0.024	0.020	0.022	0.057	0.060	0.060	0.021	0.023	0.022	0.022	0.022	0.020	0.022	0.059	0.022	0.024	0.022	0.020	0.060	0.022	0.020	-0.187	-0.208	-0.190	-0.199	-0.199	-0.182	-0.181	-0.181	-0.183	-0.181	-0.192	-0.199	-0.197	-0.181	-0.190	-0.192	-0.192	-0.181	-0.181	-0.181	-0.182	-0.181	-0.180	-0.199	-0.192	-0.181	-0.182	-0.198	-0.180	-0.192	-0.198	-0.198	-0.222	0.030	-0.189	2016_7_19_17_00_32
FLQS3106GRWV____	-0.065	-0.068	-0.067	-0.062	-0.063	-0.064	-0.062	-0.027	-0.062	-0.023	-0.065	-0.065	-0.025	-0.028	-0.026	-0.065	-0.065	-0.065	-0.065	-0.065	-0.067	-0.065	-0.065	-0.065	-0.065	-0.065	-0.065	-0.067	-0.065	-0.065	-0.067	-0.066	-0.009	-0.006	-0.006	-0.007	-0.007	-0.004	-0.003	-0.004	-0.007	-0.003	-0.007	-0.007	-0.001	-0.004	-0.002	-0.007	-0.007	-0.006	-0.006	-0.007	-0.003	-0.007	-0.005	-0.007	-0.007	-0.007	-0.004	-0.005	-0.005	-0.007	-0.006	-0.006	-0.059	-0.061	-0.061	-0.059	-0.058	-0.060	-0.059	-0.043	-0.059	-0.042	-0.059	-0.059	-0.043	-0.044	-0.043	-0.059	-0.059	-0.060	-0.060	-0.059	-0.062	-0.059	-0.060	-0.059	-0.060	-0.059	-0.060	-0.061	-0.060	-0.059	-0.062	-0.061	-0.059	-0.006	-0.057	2016_7_19_17_00_32
FLQS30ZQGRWV____	0.069	0.066	0.064	0.066	0.061	0.066	0.063	0.062	0.065	0.066	0.064	0.064	0.061	0.023	0.063	0.064	0.064	0.065	0.063	0.064	0.109	0.064	0.064	0.063	0.061	0.064	0.063	0.065	0.064	0.064	0.065	0.064	-0.010	-0.054	-0.014	0.039	-0.013	-0.057	-0.011	-0.012	-0.012	-0.056	-0.012	-0.012	-0.012	-0.014	-0.010	-0.012	-0.012	-0.011	-0.012	-0.012	-0.009	-0.012	-0.010	-0.011	-0.011	-0.012	-0.011	-0.013	-0.010	-0.012	-0.012	-0.012	0.103	0.113	0.101	0.089	0.100	0.114	0.100	0.100	0.102	0.113	0.102	0.101	0.099	0.083	0.100	0.102	0.102	0.101	0.101	0.101	0.121	0.101	0.101	0.100	0.099	0.101	0.100	0.102	0.101	0.102	0.102	0.101	0.064	-0.014	0.102	2016_7_19_17_00_32
