SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30DZGRWV	-0.002	0.031	0	0.001	-0.002	0	0	-0.001	0.001	0	-0.002	0.001	0	-0.002	0.001	-0.002	0	0.001	0.001	-0.001	0.003	-0.001	0.001	-0.03	0.001	-0.002	0	0	-0.001	-0.001	-0.001	-0.002	-0.023	-0.022	-0.019	-0.021	-0.021	-0.052	-0.02	-0.021	-0.02	-0.021	-0.021	-0.022	-0.053	-0.021	-0.019	-0.021	-0.022	-0.02	-0.021	-0.022	-0.022	-0.053	-0.021	-0.018	-0.022	-0.022	-0.053	-0.02	-0.02	-0.021	-0.018	-0.023	-0.663	-0.648	-0.664	-0.664	-0.664	-0.649	-0.664	-0.664	-0.664	-0.664	-0.664	-0.663	-0.648	-0.664	-0.664	-0.664	-0.664	-0.663	-0.663	-0.663	-0.661	-0.649	-0.664	-0.679	-0.663	-0.664	-0.648	-0.664	-0.665	-0.664	-0.665	-0.663	0	-0.025	-0.662	2016_7_13_17_57_38
FLQS30E9GRWY____	-0.052	-0.019	-0.051	-0.019	-0.018	-0.02	-0.019	-0.018	-0.02	-0.052	-0.018	-0.02	-0.021	-0.051	-0.083	-0.052	-0.016	-0.019	-0.019	-0.052	-0.021	-0.051	-0.053	-0.019	-0.019	-0.084	-0.051	-0.019	-0.051	-0.018	-0.02	-0.052	0.027	0.06	0.06	0.061	0.062	0.028	0.06	0.062	0.027	0.026	0.062	0.025	0.06	0.027	0.027	0.058	0.061	0.061	0.061	0.023	0.059	0.058	0.026	0.028	0.061	0.029	0.026	0.059	0.027	0.057	0.029	0.027	0.635	0.635	0.619	0.635	0.634	0.651	0.635	0.634	0.651	0.635	0.634	0.652	0.634	0.635	0.62	0.619	0.635	0.635	0.634	0.636	0.635	0.62	0.635	0.651	0.635	0.618	0.635	0.636	0.636	0.637	0.65	0.635	-0.034	0.044	0.635	2016_7_13_17_57_42
FLQS30G5GRWY____	0.121	0.12	0.058	0.12	0.121	0.12	0.088	0.12	0.123	0.09	0.121	0.122	0.093	0.122	0.09	0.091	0.09	0.124	0.12	0.09	0.088	0.09	0.057	0.089	0.12	0.089	0.09	0.12	0.091	0.089	0.121	0.121	-0.019	-0.019	-0.02	-0.054	-0.018	-0.056	-0.02	-0.055	-0.056	-0.02	-0.018	-0.019	-0.051	-0.019	-0.019	-0.018	-0.021	-0.018	-0.021	-0.018	-0.019	-0.053	-0.019	-0.018	-0.02	-0.02	-0.019	-0.02	-0.053	-0.054	-0.055	-0.019	0.744	0.743	0.713	0.761	0.743	0.761	0.728	0.761	0.762	0.729	0.743	0.744	0.746	0.744	0.728	0.728	0.729	0.745	0.744	0.728	0.727	0.745	0.712	0.727	0.743	0.728	0.728	0.744	0.746	0.745	0.761	0.744	0.103	-0.029	0.74	2016_7_13_17_57_47
FLQS30GCGRWY____	-0.044	-0.008	-0.01	-0.042	-0.044	-0.008	-0.044	-0.043	-0.008	-0.01	-0.044	-0.009	-0.042	-0.011	-0.044	-0.045	-0.011	-0.045	-0.042	-0.01	-0.009	-0.043	-0.008	-0.044	0.024	-0.045	-0.01	-0.007	-0.045	-0.043	-0.008	-0.044	0	-0.002	-0.001	-0.002	-0.002	-0.002	-0.004	-0.002	-0.001	0	-0.002	-0.001	-0.002	0.001	-0.001	-0.002	-0.002	-0.002	-0.002	0	-0.001	0	0	-0.002	-0.002	0	0	-0.002	-0.001	0	-0.001	0	-0.022	-0.003	-0.004	-0.02	-0.021	-0.003	-0.02	-0.02	-0.004	-0.005	-0.021	-0.004	-0.02	-0.006	-0.021	-0.022	-0.004	-0.022	-0.02	-0.005	-0.004	-0.021	-0.004	-0.021	0.013	-0.022	-0.005	-0.003	-0.021	-0.021	-0.004	-0.022	-0.026	-0.001	-0.013	2016_7_13_17_57_51
FLQS30GQGRWV____	-0.807	-0.81	-0.808	-0.81	-0.811	-0.809	-0.809	-0.81	-0.835	-0.805	-0.811	-0.834	-0.807	-0.808	-0.806	-0.807	-0.809	-0.801	-0.81	-0.808	-0.835	-0.806	-0.806	-0.808	-0.811	-0.805	-0.808	-0.808	-0.807	-0.804	-0.811	-0.807	-9.86	-9.86	-9.859	-9.889	-9.889	-9.889	-9.859	-9.888	-9.86	-9.891	-9.889	-9.888	-9.89	-9.861	-9.858	-9.861	-9.858	-9.853	-9.89	-9.892	-9.857	-9.862	-9.859	-9.858	-9.856	-9.86	-9.891	-9.861	-9.859	-9.86	-9.891	-9.86	5.375	5.38	5.371	5.388	5.394	5.389	5.371	5.391	5.352	5.393	5.394	5.379	5.389	5.379	5.364	5.378	5.37	5.381	5.385	5.401	5.354	5.38	5.368	5.377	5.381	5.38	5.393	5.378	5.375	5.386	5.388	5.375	-0.81	-9.871	5.38	2016_7_13_17_57_56
FLQS30H6GRWV____	0.08	0.079	0.112	0.077	0.109	0.078	0.078	0.11	0.079	0.111	0.109	0.077	0.111	0.078	0.112	0.112	0.078	0.076	0.111	0.111	0.076	0.08	0.078	0.076	0.109	0.079	0.111	0.078	0.111	0.081	0.045	0.08	-0.022	0.045	0.01	0.047	0.013	0.045	-0.022	0.047	0.046	-0.023	0.013	-0.024	0.046	0.013	0.046	0.014	0.012	0.01	0.048	0.046	0.045	0.045	-0.021	-0.023	0.011	-0.021	0.012	0.012	-0.022	0.046	0.046	-0.022	0.685	0.652	0.685	0.65	0.683	0.652	0.685	0.667	0.652	0.701	0.683	0.685	0.667	0.668	0.668	0.684	0.669	0.668	0.667	0.667	0.651	0.653	0.684	0.684	0.684	0.684	0.684	0.668	0.701	0.653	0.635	0.685	0.09	0.016	0.672	2016_7_13_17_58_01
FLQS30HZGRWY____	0.043	0.04	0.043	0.043	0.007	0.045	0.007	0.042	0.042	0.044	0.007	0.043	0.046	0.046	0.009	0.087	0.005	0.04	0.041	0.086	0.045	0.044	0.009	0.007	0.043	0.044	-0.032	0.043	0.078	0.042	0.004	0.043	-0.053	-0.019	-0.053	-0.019	-0.055	-0.019	-0.053	-0.02	-0.019	-0.053	-0.055	-0.053	-0.019	-0.058	-0.02	-0.021	-0.053	-0.019	-0.053	-0.02	-0.051	-0.054	-0.053	-0.054	-0.018	-0.052	-0.057	-0.019	-0.054	-0.017	-0.019	-0.053	0.112	0.093	0.112	0.095	0.094	0.096	0.093	0.095	0.094	0.112	0.094	0.112	0.097	0.117	0.078	0.117	0.092	0.094	0.111	0.117	0.112	0.112	0.095	0.094	0.095	0.112	0.077	0.094	0.129	0.094	0.076	0.112	0.035	-0.039	0.101	2016_7_13_17_58_06
FLQS30K1GRWY____	-0.069	-0.07	-0.068	-0.037	-0.069	-0.07	-0.068	-0.07	-0.068	-0.067	-0.069	-0.036	-0.07	-0.067	-0.1	-0.099	-0.068	-0.034	-0.038	-0.1	-0.034	-0.069	-0.099	-0.037	-0.07	-0.069	-0.069	-0.069	-0.069	-0.068	-0.07	-0.069	0.084	0.084	0.086	0.085	0.085	0.083	0.084	0.083	0.083	0.083	0.085	0.115	0.085	0.084	0.085	0.085	0.085	0.081	0.086	0.086	0.081	0.083	0.084	0.084	0.084	0.083	0.085	0.084	0.084	0.118	0.084	0.084	-0.075	-0.077	-0.076	-0.061	-0.075	-0.076	-0.076	-0.076	-0.075	-0.075	-0.075	-0.074	-0.077	-0.075	-0.092	-0.092	-0.076	-0.057	-0.06	-0.092	-0.056	-0.075	-0.091	-0.06	-0.077	-0.075	-0.077	-0.076	-0.076	-0.092	-0.077	-0.075	-0.067	0.086	-0.076	2016_7_13_17_58_11
FLQS30K3GRWY____	0.052	0.053	0.02	0.051	0.052	0.053	0.021	0.052	0.02	0.051	0.052	0.055	0.051	0.05	0.051	0.051	0.053	0.053	0.052	0.018	0.018	0.053	0.051	0.022	0.054	0.052	0.021	0.053	0.019	0.052	0.019	0.052	-0.057	-0.022	-0.059	-0.058	-0.058	-0.057	-0.023	-0.059	-0.023	-0.057	-0.058	-0.099	-0.057	-0.021	-0.057	-0.02	-0.022	-0.058	-0.024	-0.059	-0.025	-0.021	-0.022	-0.02	-0.058	-0.02	-0.057	-0.022	-0.058	-0.021	-0.057	-0.057	0.053	0.037	0.039	0.054	0.054	0.054	0.021	0.055	0.021	0.054	0.054	0.077	0.053	0.035	0.053	0.036	0.038	0.056	0.038	0.038	0.021	0.037	0.037	0.02	0.055	0.036	0.038	0.038	0.039	0.037	0.037	0.053	0.043	-0.043	0.043	2016_7_13_17_58_16
FLQS30K5GRWY____	-0.016	0.018	0.05	0.018	0.017	0.019	0.018	0.02	0.019	0.048	0.017	0.02	0.017	0.017	0.082	0.017	0.017	0.02	0.018	0.049	0.019	0.047	0.048	0.017	0.018	0.048	0.016	0.017	0.017	0.046	0.019	-0.016	-0.048	-0.017	-0.049	-0.017	-0.049	-0.016	-0.048	-0.018	-0.049	-0.049	-0.049	-0.05	-0.016	-0.016	-0.049	-0.014	-0.047	-0.051	-0.049	-0.015	-0.05	-0.048	-0.05	-0.048	-0.014	-0.05	-0.016	-0.048	-0.05	-0.05	-0.017	-0.048	0.016	0.017	0.049	0.018	0.033	0.018	0.033	0.018	0.034	0.049	0.033	0.034	0.017	0.017	0.065	0.016	0.031	0.035	0.033	0.032	0.034	0.047	0.049	0.033	0.017	0.049	0.017	0.032	0.033	0.048	0.018	0.016	0.025	-0.038	0.031	2016_7_13_17_58_22
FLQS30MEGRWV____	0.203	0.201	0.204	0.201	0.235	0.202	0.201	0.169	0.17	0.203	0.235	0.169	0.203	0.203	0.204	0.204	0.234	0.169	0.202	0.206	0.17	0.203	0.166	0.16	0.205	0.204	0.203	0.2	0.203	0.201	0.2	0.203	0.086	0.085	0.087	0.087	0.119	0.086	0.087	0.086	0.087	0.086	0.119	0.086	0.119	0.119	0.118	0.119	0.088	0.087	0.12	0.12	0.088	0.086	0.118	0.085	0.121	0.087	0.119	0.087	0.087	0.087	0.086	0.086	0.732	0.731	0.732	0.731	0.731	0.731	0.73	0.715	0.716	0.732	0.731	0.715	0.715	0.715	0.716	0.716	0.747	0.715	0.715	0.716	0.714	0.731	0.698	0.711	0.716	0.732	0.716	0.731	0.731	0.731	0.731	0.732	0.198	0.098	0.724	2016_7_13_17_58_27
FLQS30MJGRWV____	-0.03	-0.066	-0.031	-0.066	-0.067	-0.066	-0.065	-0.066	-0.066	-0.032	-0.067	-0.067	-0.064	-0.03	-0.067	-0.032	-0.064	-0.066	-0.03	-0.067	-0.066	-0.03	-0.033	-0.065	-0.066	-0.064	-0.033	-0.065	-0.103	-0.067	-0.097	-0.03	0.058	0.056	0.057	0.017	-0.025	0.016	0.02	0.017	0.017	0.016	-0.025	0.015	0.017	0.059	0.017	0.061	0.017	0.013	0.058	0.057	0.056	0.058	0.055	-0.022	0.057	0.015	0.017	0.058	0.013	0.02	0.017	0.058	-0.044	-0.06	-0.044	-0.041	-0.02	-0.041	-0.042	-0.041	-0.041	-0.024	-0.02	-0.041	-0.04	-0.045	-0.042	-0.045	-0.041	-0.04	-0.044	-0.061	-0.06	-0.043	-0.043	-0.022	-0.062	-0.039	-0.025	-0.061	-0.057	-0.043	-0.056	-0.044	-0.057	0.029	-0.043	2016_7_13_17_58_32
FLQS30MKGRWV____	0.076	0.114	0.045	0.114	0.113	0.079	0.08	0.115	0.08	0.113	0.113	0.115	0.046	0.08	0.114	0.08	0.081	0.078	0.115	0.08	0.081	0.112	0.082	0.081	0.114	0.076	0.045	0.113	0.081	0.079	0.079	0.076	0.047	0.017	0.012	0.016	0.016	0.015	0.017	0.015	0.017	0.015	0.016	0.051	0.012	0.013	0.016	0.012	0.016	0.016	0.016	0.012	0.017	0.015	0.015	0.016	0.015	0.014	0.012	0.018	0.013	0.047	0.014	0.047	-0.082	-0.048	-0.08	-0.048	-0.048	-0.065	-0.065	-0.047	-0.066	-0.049	-0.048	-0.064	-0.08	-0.063	-0.048	-0.063	-0.064	-0.066	-0.048	-0.063	-0.065	-0.049	-0.064	-0.065	-0.047	-0.065	-0.08	-0.049	-0.063	-0.081	-0.065	-0.082	0.089	0.019	-0.062	2016_7_13_17_58_37
FLQS30MRGRWY____	0.055	0.052	0.014	0.019	0.054	0.053	0.052	0.019	0.052	0.052	0.054	0.053	0.019	0.019	0.049	0.018	0.054	0.015	0.02	0.052	0.053	0.017	0.052	0.052	0.054	0.017	0.019	0.052	0.09	0.052	0.054	0.055	-0.06	-0.057	-0.023	-0.057	-0.059	-0.057	-0.058	-0.059	-0.057	-0.058	-0.059	-0.057	-0.059	-0.057	-0.057	-0.057	-0.057	-0.023	-0.057	-0.058	-0.058	-0.058	-0.058	-0.061	-0.025	-0.057	-0.057	-0.057	-0.024	-0.06	-0.059	-0.06	0.057	0.054	0.018	0.037	0.055	0.054	0.054	0.039	0.054	0.055	0.055	0.054	0.038	0.037	0.053	0.038	0.055	0.019	0.039	0.055	0.055	0.038	0.053	0.056	0.039	0.037	0.037	0.054	0.057	0.055	0.055	0.057	0.042	-0.054	0.047	2016_7_13_17_58_42
FLQS30NWGRWV____	0.092	0.051	0.054	0.057	0.058	0.058	0.056	0.057	0.057	0.056	0.058	0.056	0.058	0.057	0.056	0.091	0.057	0.058	0.057	0.056	0.056	0.056	0.055	0.058	0.091	0.057	0.055	0.093	0.057	0.09	0.091	0.092	-0.075	-0.11	-0.07	-0.072	-0.071	-0.072	-0.072	-0.072	-0.072	-0.071	-0.071	-0.073	-0.108	-0.071	-0.109	-0.068	-0.071	-0.071	-0.072	-0.072	-0.11	-0.072	-0.073	-0.072	-0.073	-0.069	-0.072	-0.072	-0.07	-0.074	-0.074	-0.075	0.029	0.026	0.008	0.01	0.01	0.01	0.009	0.01	0.009	0.009	0.01	0.01	0.028	0.009	0.028	0.025	0.01	0.01	0.01	0.009	0.027	0.009	0.009	0.01	0.027	0.008	0.009	0.027	0.009	0.027	0.028	0.029	0.064	-0.076	0.016	2016_7_13_17_58_48
