SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30Q2GRWV____	-0.12	-0.167	-0.125	-0.125	-0.121	-0.08	-0.117	-0.117	-0.119	-0.125	-0.119	-0.125	-0.129	-0.122	-0.122	-0.125	-0.165	-0.119	-0.125	-0.166	-0.125	-0.166	-0.167	-0.124	-0.122	-0.08	-0.169	-0.118	-0.165	-0.121	-0.172	-0.169	0.052	0.01	0.051	0.051	0.009	0.049	0.009	0.009	0.009	0.004	0.007	0.051	0.05	0.01	0.05	0.051	0.011	0.008	0.051	0.048	0.05	0.05	0.01	0.051	0.049	0.049	0.051	0.052	0.007	0.009	0.008	0.051	0.087	0.074	0.085	0.085	0.091	0.103	0.093	0.093	0.092	0.09	0.092	0.085	0.084	0.091	0.087	0.085	0.074	0.092	0.085	0.07	0.085	0.069	0.074	0.086	0.086	0.103	0.069	0.088	0.074	0.091	0.072	0.069	-0.132	0.032	0.084	2016_7_13_16_56_04
FLQS30Q3GRWV____	0.006	0.017	0.056	0.056	0.053	0.049	-0.032	-0.032	0.052	0.005	0.059	0.056	0.008	-0.027	0.046	0.056	0.05	0.006	0.056	0.007	0.088	-0.034	0.007	-0.028	0.008	0.049	0.045	0.01	0.016	0.053	0.05	0.045	-0.004	0.042	-0.005	-0.005	0.04	0.039	0.038	0.038	0.043	0.041	-0.008	-0.005	0.041	0.04	0.041	-0.005	0.041	0.041	-0.005	0.045	0.041	-0.007	0.041	-0.007	0.04	0.039	0.04	-0.007	0.042	0.04	0.041	0.04	-0.447	-0.447	-0.427	-0.427	-0.433	-0.435	-0.465	-0.465	-0.434	-0.452	-0.427	-0.427	-0.451	-0.464	-0.436	-0.427	-0.434	-0.451	-0.427	-0.452	-0.42	-0.462	-0.451	-0.459	-0.45	-0.435	-0.437	-0.445	-0.448	-0.433	-0.435	-0.437	0.027	0.026	-0.442	2016_7_13_16_56_08
FLQS30Q9GRWV____	-0.13	-0.126	-0.167	-0.167	-0.125	-0.169	-0.129	-0.129	-0.128	-0.132	-0.167	-0.167	-0.13	-0.164	-0.133	-0.167	-0.126	-0.167	-0.167	-0.169	-0.127	-0.123	-0.126	-0.164	-0.089	-0.169	-0.134	-0.126	-0.126	-0.125	-0.125	-0.134	-0.003	-0.047	-0.002	-0.002	-0.003	-0.006	-0.003	-0.003	-0.003	-0.001	-0.049	-0.002	-0.004	-0.003	-0.004	-0.002	-0.002	-0.003	-0.002	-0.05	-0.004	-0.048	-0.002	-0.003	-0.002	-0.006	-0.005	-0.047	-0.003	-0.003	-0.004	-0.005	-0.112	-0.107	-0.127	-0.127	-0.111	-0.127	-0.112	-0.112	-0.112	-0.114	-0.122	-0.127	-0.113	-0.126	-0.114	-0.127	-0.111	-0.127	-0.127	-0.123	-0.112	-0.106	-0.112	-0.126	-0.097	-0.127	-0.114	-0.108	-0.112	-0.111	-0.111	-0.114	-0.141	-0.01	-0.117	2016_7_13_16_56_12
FLQS30QMGRWV____	0.06	0.1	0.151	0.151	0.11	0.065	0.097	0.097	0.098	0.102	0.171	0.151	0.137	0.058	0.06	0.151	0.143	0.062	0.151	0.064	0.109	0.062	0.013	0.06	0.057	0.065	0.148	0.098	0.101	0.11	0.061	0.148	-0.01	0.036	-0.012	-0.012	-0.009	-0.007	0.037	0.037	0.036	0.038	0.044	-0.012	0.034	0.037	-0.009	-0.012	0.036	0.044	-0.012	-0.006	-0.009	0.046	0.035	-0.009	0.04	-0.007	-0.012	0.037	0.038	-0.009	0.038	-0.012	0.198	0.209	0.234	0.234	0.217	0.2	0.208	0.208	0.209	0.21	0.235	0.234	0.224	0.193	0.199	0.234	0.225	0.194	0.234	0.199	0.217	0.194	0.176	0.199	0.193	0.2	0.233	0.209	0.209	0.217	0.194	0.233	0.1	0.014	0.211	2016_7_13_16_56_17
FLQS30QPGRWV____	-0.08	-0.071	-0.117	-0.117	-0.08	-0.077	-0.088	-0.088	-0.121	-0.086	-0.079	-0.117	-0.082	-0.077	-0.079	-0.117	-0.051	-0.086	-0.117	-0.113	-0.085	-0.044	-0.05	-0.084	-0.09	-0.077	-0.083	-0.046	-0.081	-0.08	-0.083	-0.083	0.003	0.045	0.004	0.004	0.006	0.005	0.042	0.042	0.045	0.046	0.046	0.004	0.044	0.004	0.004	0.004	0.04	0.043	0.004	-0.035	0.003	0.041	0.043	0.043	0.043	0.005	0.043	0.041	0.044	0.006	0.045	0.043	0.014	0.014	0	0	0.015	0.015	0.007	0.007	-0.006	0.007	0.01	0	0.009	0.015	0.015	0	0.021	0.008	0	0.005	0.013	0.025	0.022	0.009	0.006	0.015	0.009	0.024	0.01	0.015	0.009	0.009	-0.085	0.025	0.01	2016_7_13_16_56_20
FLQS30R2GRWV____	0.057	0.137	0.043	0.043	0.145	0.013	0.078	0.078	0.04	0.062	-0.018	0.043	0.056	0.082	0.165	0.043	0.122	0.061	0.043	0.069	0.063	0.066	0.088	0.08	0.075	0.013	0.084	0.078	0.17	0.145	0.132	0.084	-0.073	-0.072	-0.105	-0.105	-0.055	-0.119	-0.061	-0.061	-0.061	-0.07	-0.073	-0.105	-0.072	-0.062	-0.107	-0.105	-0.063	-0.071	-0.105	-0.117	-0.076	-0.063	-0.072	-0.105	-0.055	-0.119	-0.115	-0.061	-0.075	-0.055	-0.072	-0.115	0.56	0.591	0.558	0.558	0.592	0.548	0.567	0.567	0.552	0.562	0.531	0.558	0.559	0.568	0.605	0.558	0.584	0.562	0.558	0.569	0.562	0.562	0.571	0.572	0.565	0.548	0.574	0.567	0.604	0.592	0.589	0.574	0.076	-0.083	0.568	2016_7_13_16_56_24
FLQS30RRGRWV____	-0.073	0.006	-0.066	-0.066	-0.065	-0.073	-0.141	-0.141	-0.081	-0.079	-0.069	-0.066	-0.079	-0.088	-0.034	-0.066	-0.057	-0.07	-0.066	-0.078	-0.028	-0.082	-0.082	-0.079	-0.089	-0.073	-0.164	-0.075	-0.038	-0.065	-0.078	-0.164	-0.036	0.007	-0.038	-0.038	-0.038	-0.037	0.017	0.017	0.01	0.011	-0.052	-0.038	0.011	0.014	0.009	-0.038	-0.038	0.014	-0.038	0.01	-0.041	-0.056	0.011	-0.039	0.013	-0.037	-0.036	0.083	0.009	-0.038	-0.041	-0.036	0.486	0.512	0.489	0.489	0.489	0.486	0.454	0.454	0.478	0.479	0.489	0.489	0.479	0.474	0.496	0.489	0.492	0.481	0.489	0.48	0.503	0.484	0.478	0.484	0.475	0.486	0.45	0.473	0.495	0.489	0.484	0.45	-0.077	-0.015	0.482	2016_7_13_16_56_29
FLQS30S7GRWV____	-0.067	-0.07	-0.024	-0.024	-0.114	-0.018	-0.112	-0.112	-0.025	-0.12	-0.112	-0.024	-0.067	-0.071	-0.112	-0.024	-0.166	-0.066	-0.024	-0.111	-0.068	-0.111	-0.068	-0.028	-0.068	-0.018	-0.065	-0.068	-0.07	-0.114	-0.11	-0.065	0.05	0.049	0.05	0.05	0.05	0.049	0.05	0.05	0.051	0.049	0.05	0.05	0.05	0.052	0.051	0.05	0.008	0.05	0.05	0.097	0.094	0.05	0.05	0.094	0.051	0.049	0.051	0.051	0.049	0.05	0.049	0.051	0.145	0.143	0.161	0.161	0.128	0.164	0.128	0.128	0.161	0.125	0.128	0.161	0.145	0.143	0.128	0.161	0.111	0.145	0.161	0.123	0.14	0.128	0.144	0.156	0.145	0.164	0.146	0.144	0.143	0.128	0.128	0.146	-0.072	0.053	0.143	2016_7_13_16_56_32
FLQS30UFGRWV____	0.056	-0.033	0.008	0.008	0.002	0.01	0.011	0.011	0.01	0.056	0.01	0.008	-0.036	0.055	0.013	0.008	0.022	0.053	0.008	0.013	0	0.014	-0.036	0.014	0.05	0.01	-0.035	-0.033	0.051	0.002	0.05	-0.035	0	0	-0.002	-0.002	0.039	-0.002	-0.001	-0.001	-0.001	-0.002	-0.004	-0.002	0.002	-0.002	-0.001	-0.002	-0.045	0	-0.002	-0.003	0.04	-0.002	-0.002	0.002	-0.004	-0.002	0.001	-0.004	-0.002	0.039	-0.002	0.001	-0.616	-0.65	-0.633	-0.633	-0.639	-0.633	-0.632	-0.632	-0.633	-0.615	-0.632	-0.633	-0.65	-0.615	-0.632	-0.633	-0.624	-0.616	-0.633	-0.631	-0.64	-0.631	-0.65	-0.631	-0.617	-0.633	-0.65	-0.649	-0.617	-0.639	-0.617	-0.65	0.011	0.001	-0.633	2016_7_13_16_56_36
FLQS30WFGRWV____	-0.009	-0.004	-0.013	-0.013	-0.005	-0.001	-0.041	-0.041	-0.043	0.038	-0.045	-0.013	-0.006	-0.01	0.002	-0.013	-0.045	0	-0.013	0.032	-0.049	-0.004	-0.037	-0.006	0.023	-0.001	-0.004	0.001	-0.005	-0.005	-0.005	-0.004	-0.001	-0.048	0	0	-0.047	-0.048	-0.05	-0.05	-0.049	-0.048	-0.047	0	-0.047	-0.047	-0.046	0	-0.047	-0.045	0	-0.048	-0.048	-0.047	-0.046	-0.047	-0.003	-0.048	-0.046	-0.048	-0.048	-0.047	-0.047	-0.046	-0.175	-0.169	-0.176	-0.176	-0.169	-0.167	-0.182	-0.182	-0.183	-0.152	-0.184	-0.176	-0.169	-0.17	-0.166	-0.176	-0.184	-0.167	-0.176	-0.154	-0.186	-0.168	-0.181	-0.169	-0.162	-0.167	-0.169	-0.166	-0.169	-0.169	-0.169	-0.169	-0.011	-0.037	-0.172	2016_7_13_16_56_42
FLQS30X6GRWV____	-0.223	-0.217	-0.259	-0.259	-0.225	-0.172	-0.226	-0.226	-0.221	-0.229	-0.184	-0.259	-0.223	-0.227	-0.261	-0.259	-0.221	-0.225	-0.259	-0.172	-0.263	-0.227	-0.223	-0.223	-0.228	-0.172	-0.187	-0.222	-0.261	-0.225	-0.182	-0.187	0.059	0.062	0.018	0.018	0.059	0.017	0.059	0.059	0.059	0.058	0.057	0.018	0.061	0.059	0.019	0.018	0.06	0.059	0.018	0.016	0.062	0.06	0.057	0.058	0.059	0.017	0.056	0.061	0.062	0.059	0.059	0.056	-0.008	-0.005	-0.017	-0.017	-0.008	0.016	-0.008	-0.008	-0.006	-0.01	0.007	-0.017	-0.008	-0.009	-0.019	-0.017	-0.007	-0.008	-0.017	0.016	-0.023	-0.009	-0.007	-0.007	-0.009	0.016	0.006	-0.007	-0.023	-0.008	0.008	0.006	-0.223	0.047	-0.006	2016_7_13_16_56_45
FLQS30YUGRWV____	0.031	-0.015	-0.01	-0.01	-0.06	-0.004	-0.004	-0.004	-0.008	-0.006	-0.009	-0.01	-0.008	-0.013	0.033	-0.01	-0.005	-0.005	-0.01	0.033	0.035	-0.009	-0.05	-0.015	-0.017	-0.004	-0.006	0.068	-0.018	-0.06	-0.055	-0.006	0.003	0.002	0.005	0.005	0.005	0.004	0.006	0.006	0.005	0.004	0.004	0.005	0.004	0.004	0.003	0.005	0.004	0.005	0.005	0.005	0.006	-0.04	0.002	0.003	0.006	0.004	0.004	0.003	0.004	0.005	0.003	0.004	-0.047	-0.064	-0.063	-0.063	-0.082	-0.06	-0.061	-0.061	-0.062	-0.062	-0.063	-0.063	-0.062	-0.064	-0.046	-0.063	-0.061	-0.061	-0.063	-0.046	-0.046	-0.058	-0.078	-0.064	-0.066	-0.06	-0.061	-0.033	-0.066	-0.082	-0.08	-0.061	-0.007	0.003	-0.062	2016_7_13_16_56_50
FLQS30ZQGRWV____	0.085	0.068	0.121	0.121	0.07	0.125	0.074	0.074	0.111	0.121	0.116	0.121	0.117	0.11	0.075	0.121	0.123	0.077	0.121	0.116	0.122	0.08	0.075	0.116	0.074	0.125	0.119	0.121	0.07	0.07	0.122	0.119	-0.057	-0.057	-0.06	-0.06	-0.059	-0.058	-0.02	-0.02	-0.02	-0.016	-0.019	-0.06	-0.061	-0.06	-0.058	-0.06	-0.06	-0.019	-0.06	-0.06	-0.06	-0.061	-0.017	-0.06	-0.057	-0.058	-0.06	-0.016	-0.019	-0.059	-0.017	-0.06	0.591	0.585	0.606	0.606	0.585	0.606	0.583	0.583	0.597	0.601	0.599	0.606	0.603	0.601	0.588	0.606	0.607	0.584	0.606	0.603	0.605	0.589	0.584	0.604	0.587	0.606	0.605	0.6	0.582	0.585	0.602	0.605	0.102	-0.047	0.597	2016_7_13_16_57_01
FLQS31J6GRWY____	-0.282	-0.21	-0.212	-0.212	-0.212	-0.179	-0.217	-0.217	-0.171	-0.109	-0.212	-0.212	-0.16	-0.124	-0.225	-0.212	-0.148	-0.264	-0.212	-0.158	-0.11	-0.228	-0.214	-0.217	-0.173	-0.179	-0.162	-0.206	-0.205	-0.212	-0.208	-0.162	0.004	0.06	0.064	0.064	0.004	0	0.06	0.06	0.059	0.002	0.074	0.064	0.059	0.057	-0.001	0.064	-0.029	0.061	0.064	0	-0.001	0	0.061	0.059	0.057	0	0.058	0.016	0.063	0.004	0.063	0.058	-0.142	-0.12	-0.122	-0.122	-0.116	-0.102	-0.123	-0.123	-0.105	-0.076	-0.123	-0.122	-0.101	-0.087	-0.12	-0.122	-0.088	-0.141	-0.122	-0.095	-0.075	-0.121	-0.122	-0.123	-0.106	-0.102	-0.101	-0.114	-0.119	-0.116	-0.12	-0.101	-0.194	0.038	-0.112	2016_7_13_16_57_04
FLQS301EGRWQ____	0.141	0.096	0.134	0.134	0.129	0.132	0.096	0.096	0.099	0.144	0.135	0.134	0.086	0.102	0.13	0.134	0.19	0.095	0.134	0.079	0.128	0.085	0.144	0.133	0.19	0.132	0.083	0.14	0.103	0.129	0.144	0.083	-0.059	-0.058	-0.017	-0.017	-0.017	-0.02	-0.061	-0.061	-0.059	-0.061	-0.015	-0.017	-0.017	-0.059	-0.02	-0.017	-0.062	-0.059	-0.017	-0.019	-0.018	-0.016	-0.06	-0.018	-0.061	-0.02	-0.018	-0.059	-0.057	-0.017	-0.061	-0.018	0.043	0.026	0.036	0.036	0.035	0.036	0.026	0.026	0.026	0.044	0.036	0.036	0.017	0.028	0.035	0.036	0.062	0.026	0.036	0.016	0.034	0.017	0.044	0.035	0.062	0.036	0.016	0.043	0.028	0.035	0.044	0.016	0.122	-0.036	0.033	2016_7_13_16_57_08
FLQS310RGRWV____	-0.257	-0.214	-0.218	-0.218	-0.3	-0.218	-0.217	-0.217	-0.297	-0.264	-0.216	-0.218	-0.214	-0.296	-0.251	-0.218	-0.262	-0.252	-0.218	-0.261	-0.261	-0.259	-0.215	-0.26	-0.215	-0.218	-0.169	-0.219	-0.297	-0.3	-0.255	-0.169	0.006	0.05	0.05	0.05	-0.035	0.007	0.007	0.007	0.008	0.048	0.006	0.05	0.005	0.007	-0.035	0.05	0.004	0.008	0.05	0.049	0.051	0.05	0.008	0.049	0.007	0.007	0.009	0.006	0.008	-0.035	0.008	0.009	-0.162	-0.149	-0.151	-0.151	-0.174	-0.147	-0.146	-0.146	-0.177	-0.169	-0.146	-0.151	-0.145	-0.177	-0.154	-0.151	-0.163	-0.16	-0.151	-0.168	-0.168	-0.167	-0.146	-0.167	-0.146	-0.147	-0.128	-0.147	-0.177	-0.174	-0.161	-0.128	-0.239	0.018	-0.156	2016_7_13_16_57_11
FLQS317CGRWY____	0.143	0.183	0.15	0.15	0.19	0.142	0.142	0.142	0.186	0.186	0.187	0.15	0.185	0.145	0.151	0.15	0.15	0.146	0.15	0.142	0.192	0.144	0.148	0.146	0.145	0.142	0.183	0.188	0.188	0.19	0.184	0.183	-0.021	-0.023	-0.063	-0.063	-0.023	-0.024	-0.022	-0.022	-0.02	-0.023	-0.02	-0.063	-0.023	-0.021	-0.06	-0.063	-0.064	-0.02	-0.063	-0.022	-0.066	-0.02	-0.021	-0.063	-0.022	-0.024	-0.024	-0.022	-0.02	-0.023	-0.021	-0.024	0.075	0.09	0.082	0.082	0.093	0.075	0.074	0.074	0.092	0.091	0.092	0.082	0.091	0.075	0.082	0.082	0.082	0.076	0.082	0.075	0.098	0.074	0.077	0.081	0.076	0.075	0.091	0.092	0.092	0.093	0.091	0.091	0.163	-0.033	0.084	2016_7_13_16_57_22
FLQS319LGRWY____	-0.29	-0.29	-0.286	-0.286	-0.287	-0.286	-0.292	-0.292	-0.319	-0.286	-0.288	-0.286	-0.283	-0.288	-0.286	-0.286	-0.291	-0.281	-0.286	-0.285	-0.29	-0.285	-0.317	-0.285	-0.287	-0.286	-0.284	-0.291	-0.29	-0.287	-0.291	-0.284	0.063	0.066	0.068	0.068	0.067	0.066	0.11	0.11	0.069	0.066	0.067	0.068	0.11	0.067	0.068	0.068	0.067	0.11	0.068	0.066	0.066	0.064	0.066	0.066	0.067	0.066	0.067	0.066	0.066	0.067	0.109	0.067	-0.674	-0.675	-0.673	-0.673	-0.674	-0.673	-0.679	-0.679	-0.686	-0.673	-0.673	-0.673	-0.676	-0.673	-0.672	-0.673	-0.675	-0.675	-0.673	-0.672	-0.674	-0.672	-0.684	-0.672	-0.673	-0.673	-0.672	-0.675	-0.674	-0.674	-0.679	-0.672	-0.289	0.073	-0.675	2016_7_13_16_57_19
FLQS3106GRWV____	-0.01	-0.057	-0.01	-0.01	-0.05	-0.094	-0.052	-0.052	-0.053	-0.017	-0.056	-0.01	-0.01	-0.051	-0.011	-0.01	-0.011	-0.011	-0.01	-0.094	-0.052	0.069	-0.011	-0.011	-0.014	-0.094	-0.013	0.03	-0.058	-0.05	-0.014	-0.013	-0.004	-0.005	-0.003	-0.003	-0.001	-0.003	-0.004	-0.004	-0.003	-0.002	-0.006	-0.003	-0.004	-0.005	-0.005	-0.003	-0.004	-0.002	-0.003	-0.004	-0.002	-0.005	-0.004	-0.002	-0.003	-0.003	-0.004	0.044	-0.005	-0.001	-0.005	-0.004	-0.021	-0.039	-0.021	-0.021	-0.037	-0.053	-0.037	-0.037	-0.038	-0.024	-0.039	-0.021	-0.021	-0.036	-0.021	-0.021	-0.021	-0.022	-0.021	-0.053	-0.037	0.01	-0.022	-0.022	-0.023	-0.053	-0.022	-0.011	-0.039	-0.037	-0.023	-0.022	-0.028	-0.002	-0.028	2016_7_13_16_57_26
FLQS3115GRWV____	-0.069	-0.107	-0.108	-0.108	-0.112	-0.067	-0.067	-0.067	-0.069	-0.068	-0.108	-0.108	-0.103	-0.066	-0.035	-0.108	-0.102	-0.069	-0.108	-0.067	-0.107	-0.105	-0.107	-0.067	-0.067	-0.067	-0.066	-0.02	-0.071	-0.112	-0.07	-0.066	-0.005	-0.002	-0.006	-0.006	-0.045	-0.004	-0.005	-0.005	-0.046	-0.005	0.04	-0.006	-0.004	-0.003	0.037	-0.006	-0.042	-0.005	-0.006	-0.004	-0.003	-0.046	-0.003	-0.003	-0.004	-0.004	-0.004	-0.003	-0.044	-0.045	-0.002	-0.004	-0.007	-0.021	-0.021	-0.021	-0.019	-0.006	-0.005	-0.005	-0.001	-0.006	-0.026	-0.021	-0.019	-0.005	0.002	-0.021	-0.015	-0.006	-0.021	-0.005	-0.021	-0.016	-0.022	-0.006	-0.006	-0.006	-0.005	0.013	-0.003	-0.019	-0.007	-0.005	-0.083	-0.009	-0.011	2016_7_13_16_57_33
FLQS3126GRWV____	-0.355	-0.27	-0.269	-0.269	-0.359	-0.354	-0.322	-0.322	-0.313	-0.314	-0.402	-0.269	-0.316	-0.314	-0.314	-0.269	-0.314	-0.318	-0.269	-0.456	-0.295	-0.313	-0.316	-0.402	-0.357	-0.354	-0.27	-0.313	-0.314	-0.359	-0.359	-0.27	0.079	0.123	0.127	0.127	0.069	0.078	0.136	0.136	0.122	0.124	0.124	0.127	0.077	0.123	0.078	0.127	0.079	0.124	0.127	0.08	0.07	0.123	0.122	0.079	0.08	0.078	0.076	0.079	0.075	0.069	0.077	0.076	-0.148	-0.12	-0.12	-0.12	-0.149	-0.147	-0.141	-0.141	-0.136	-0.137	-0.17	-0.12	-0.132	-0.136	-0.132	-0.12	-0.132	-0.138	-0.12	-0.187	-0.124	-0.136	-0.138	-0.166	-0.149	-0.147	-0.115	-0.132	-0.132	-0.149	-0.149	-0.115	-0.322	0.1	-0.137	2016_7_13_16_57_39
FLQS30VBGRWV____	0.047	0.012	0.049	0.049	0.01	0.009	0.005	0.005	0.011	0.006	0.013	0.049	0.003	0.013	0.005	0.049	-0.03	0.006	0.049	0.004	-0.025	0.008	0.006	0.013	0.009	0.009	0.011	0.009	0.014	0.01	0.008	0.011	-0.065	-0.063	-0.063	-0.063	-0.064	-0.064	-0.023	-0.023	-0.022	-0.065	-0.065	-0.063	-0.026	-0.063	-0.065	-0.063	-0.06	-0.066	-0.063	-0.023	-0.062	-0.064	-0.024	-0.064	-0.065	-0.064	-0.064	-0.063	-0.065	-0.064	-0.024	-0.064	0.024	0.011	0.026	0.026	0.01	0.01	0.004	0.004	0.007	0.009	0.012	0.026	0.004	0.011	0.009	0.026	-0.005	0.009	0.026	0.004	-0.004	0.01	0.004	0.011	0.011	0.01	0.01	0.01	0.012	0.01	0.005	0.01	0.014	-0.055	0.011	2016_7_13_13_56_25
FLQS30X6GRWY____	-0.059	-0.028	-0.065	-0.065	-0.024	-0.062	-0.113	-0.113	-0.057	-0.066	-0.058	-0.065	-0.065	-0.067	-0.058	-0.065	-0.027	-0.024	-0.065	-0.061	-0.062	-0.031	-0.064	-0.104	-0.069	-0.062	-0.101	-0.074	-0.06	-0.024	-0.058	-0.101	0.067	0.064	0.066	0.066	0.066	0.064	0.067	0.067	0.021	0.066	0.02	0.066	0.066	0.066	0.065	0.066	0.065	0.064	0.066	0.066	0.067	0.063	0.065	0.022	0.066	0.064	0.02	0.066	0.023	0.066	0.023	0.02	0.621	0.634	0.62	0.62	0.635	0.62	0.601	0.601	0.627	0.619	0.626	0.62	0.62	0.618	0.622	0.62	0.634	0.635	0.62	0.621	0.62	0.632	0.619	0.609	0.618	0.62	0.61	0.616	0.626	0.635	0.626	0.61	-0.063	0.056	0.621	2016_7_13_13_56_28
FLQS31CRGRWY____	-0.062	-0.071	-0.096	-0.096	-0.071	-0.067	-0.068	-0.068	-0.067	-0.069	-0.099	-0.096	-0.064	-0.066	-0.062	-0.096	-0.068	-0.065	-0.096	-0.104	-0.071	-0.066	-0.064	-0.099	-0.07	-0.067	-0.063	-0.064	-0.07	-0.071	-0.106	-0.063	-0.044	-0.006	-0.048	-0.048	-0.007	-0.007	-0.007	-0.007	-0.005	-0.007	-0.049	-0.048	-0.004	-0.006	-0.044	-0.048	-0.007	-0.006	-0.048	-0.008	-0.008	-0.048	-0.004	-0.046	-0.007	-0.007	-0.004	-0.005	-0.006	-0.007	-0.004	-0.004	-0.017	-0.025	-0.03	-0.03	-0.025	-0.023	-0.023	-0.023	-0.023	-0.024	-0.032	-0.03	-0.022	-0.023	-0.017	-0.03	-0.023	-0.023	-0.03	-0.037	-0.024	-0.018	-0.022	-0.031	-0.024	-0.023	-0.022	-0.022	-0.024	-0.025	-0.039	-0.022	-0.076	-0.019	-0.025	2016_7_13_13_56_31
FLQS31FWGRWY____	-0.033	0	0	0	0.004	-0.001	-0.003	-0.003	0	-0.002	-0.033	0	0.003	0.001	-0.042	0	-0.037	0	0	-0.061	0.005	-0.001	0.001	0.004	0.004	-0.001	-0.028	0	0.002	0.004	0.003	-0.028	0.002	0	0.001	0.001	0.041	0	0	0	-0.002	-0.001	-0.001	0.001	0	0	0.004	0.001	0.001	0	0.001	-0.04	0	-0.001	-0.001	0.001	0.001	0	0.003	0.001	-0.001	0.041	-0.001	0.003	-0.013	0	0	0	-0.003	-0.001	-0.002	-0.002	0	-0.001	-0.013	0	0.001	0	-0.017	0	-0.014	0	0	-0.019	0.002	0	0	0.001	0.002	-0.001	-0.011	0	0.001	-0.003	0.002	-0.011	-0.008	0.002	-0.003	2016_7_13_13_56_34
FLQS200ZGRX8____	0.122	0.122	0.089	0.089	0.097	0.086	0.097	0.097	0.086	0.128	0.128	0.089	0.085	0.087	0.08	0.089	0.045	0.094	0.089	0.126	0.09	0.098	0.122	0.085	0.087	0.086	0.084	0.128	0.123	0.097	0.046	0.084	-0.071	-0.071	-0.07	-0.07	-0.057	-0.073	-0.057	-0.057	-0.071	-0.07	-0.07	-0.07	-0.07	-0.072	-0.071	-0.07	-0.069	-0.058	-0.07	-0.071	-0.069	-0.056	-0.071	-0.071	-0.117	-0.073	-0.116	-0.072	-0.072	-0.057	-0.071	-0.116	-0.597	-0.597	-0.61	-0.61	-0.608	-0.61	-0.608	-0.608	-0.611	-0.594	-0.595	-0.61	-0.612	-0.61	-0.613	-0.61	-0.627	-0.609	-0.61	-0.595	-0.609	-0.607	-0.597	-0.611	-0.605	-0.61	-0.606	-0.594	-0.596	-0.608	-0.626	-0.606	0.095	-0.072	-0.607	2016_7_13_13_56_36
FLQS224LGRWM____	-0.158	-0.164	-0.156	-0.156	-0.161	-0.192	-0.202	-0.202	-0.156	-0.142	-0.155	-0.156	-0.152	-0.161	-0.19	-0.156	-0.154	-0.164	-0.156	-0.19	-0.164	-0.151	-0.194	-0.191	-0.197	-0.192	-0.155	-0.152	-0.127	-0.161	-0.191	-0.155	0.078	0.082	0.078	0.078	0.08	0.082	0.125	0.125	0.08	0.081	0.079	0.078	0.08	0.081	0.08	0.078	0.08	0.125	0.078	0.08	0.121	0.08	0.083	0.081	0.125	0.082	0.082	0.081	0.079	0.08	0.081	0.082	-0.719	-0.722	-0.719	-0.719	-0.721	-0.734	-0.741	-0.741	-0.719	-0.714	-0.719	-0.719	-0.717	-0.722	-0.732	-0.719	-0.719	-0.727	-0.719	-0.732	-0.726	-0.717	-0.734	-0.733	-0.739	-0.734	-0.719	-0.718	-0.708	-0.721	-0.733	-0.719	-0.167	0.087	-0.724	2016_7_13_13_56_39
