SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30DZGRWV	-0.074	-0.075	-0.118	-0.073	-0.073	-0.071	-0.078	-0.074	-0.071	-0.074	-0.073	-0.079	-0.072	-0.118	-0.117	-0.118	-0.079	-0.074	-0.117	-0.072	-0.118	-0.076	-0.117	-0.073	-0.118	-0.118	-0.072	-0.118	-0.073	-0.072	-0.072	-0.074	0.068	0.102	0.102	0.104	0.066	0.103	0.1	0.099	0.103	0.099	0.066	0.106	0.065	0.065	0.104	0.065	0.106	0.135	0.104	0.104	0.065	0.065	0.104	0.102	0.102	0.102	0.104	0.102	0.066	0.104	0.102	0.135	-0.541	-0.551	-0.569	-0.55	-0.54	-0.549	-0.552	-0.55	-0.549	-0.55	-0.54	-0.553	-0.54	-0.558	-0.569	-0.558	-0.553	-0.56	-0.569	-0.55	-0.558	-0.541	-0.569	-0.551	-0.569	-0.569	-0.55	-0.569	-0.54	-0.55	-0.549	-0.56	-0.088	0.094	-0.554	2016_7_13_18_13_12
FLQS30E9GRWY____	-0.058	-0.055	-0.055	-0.06	-0.058	-0.058	-0.055	-0.056	-0.058	-0.056	-0.058	-0.051	-0.057	-0.052	-0.057	-0.052	-0.051	-0.053	-0.057	-0.055	-0.052	-0.053	-0.057	-0.054	-0.055	-0.055	-0.055	-0.055	-0.058	-0.055	-0.054	-0.053	-0.026	0.009	-0.031	-0.077	-0.047	-0.03	0.003	-0.03	-0.03	-0.03	-0.047	0.009	-0.03	-0.031	0.005	-0.031	0.009	0.005	0.005	-0.031	-0.031	0.007	0.005	0.008	-0.031	-0.031	-0.031	-0.031	-0.047	-0.031	0.007	0.005	0.531	0.521	0.533	0.544	0.536	0.532	0.523	0.532	0.532	0.532	0.536	0.523	0.532	0.534	0.522	0.534	0.523	0.524	0.522	0.533	0.534	0.523	0.522	0.522	0.533	0.533	0.533	0.533	0.536	0.533	0.522	0.524	-0.055	-0.02	0.53	2016_7_13_18_13_17
FLQS30G5GRWY____	0.11	0.109	0.074	0.107	0.11	0.11	0.063	0.107	0.11	0.107	0.11	0.071	0.108	0.069	0.073	0.069	0.071	0.109	0.073	0.061	0.069	0.109	0.073	0.108	0.074	0.074	0.061	0.074	0.11	0.061	0.064	0.109	-0.022	-0.061	-0.058	-0.058	-0.056	-0.015	-0.024	-0.019	-0.015	-0.019	-0.056	-0.058	-0.056	-0.023	-0.054	-0.023	-0.058	-0.055	-0.054	-0.108	-0.023	-0.019	-0.054	-0.055	-0.058	-0.058	-0.108	-0.058	-0.056	-0.108	-0.064	-0.055	0.049	0.059	0.043	0.057	0.057	0.046	0.029	0.046	0.046	0.046	0.057	0.042	0.057	0.031	0.041	0.031	0.042	0.057	0.041	0.052	0.031	0.047	0.041	0.057	0.043	0.043	0.052	0.043	0.057	0.052	0.041	0.057	0.088	-0.05	0.047	2016_7_13_18_13_23
FLQS30GCGRWY____	-0.004	-0.006	-0.004	-0.005	-0.007	-0.006	-0.008	-0.006	-0.006	-0.006	-0.007	-0.005	-0.006	-0.006	-0.005	-0.006	-0.005	-0.005	-0.005	-0.007	-0.006	-0.004	-0.005	-0.007	-0.004	-0.004	-0.007	-0.004	-0.007	-0.007	-0.006	-0.005	-0.003	-0.004	-0.003	-0.003	-0.005	-0.002	-0.002	0.03	-0.002	0.03	-0.005	-0.003	0.031	-0.003	-0.003	-0.003	-0.003	-0.001	-0.003	-0.001	-0.003	-0.001	-0.003	-0.005	-0.003	-0.003	-0.001	-0.003	-0.005	-0.001	0	-0.001	0.003	0.003	0.003	0.003	0.003	0.002	0.001	-0.007	0.002	-0.007	0.003	0.003	-0.007	0.002	0.003	0.002	0.003	0.002	0.003	0.001	0.002	0.002	0.003	0.002	0.003	0.003	0.001	0.003	0.003	0.001	0.002	0.002	-0.006	0	0.002	2016_7_13_18_13_28
FLQS30GQGRWV____	0.347	0.349	0.347	0.348	0.388	0.347	0.345	0.348	0.347	0.348	0.388	0.346	0.348	0.344	0.344	0.344	0.346	0.344	0.344	0.389	0.344	0.344	0.344	0.348	0.347	0.347	0.389	0.347	0.388	0.389	0.305	0.344	0.058	0.059	0.062	0.059	0.062	0.058	0.024	0.057	0.058	0.057	0.062	0.06	0.021	0.022	0.023	0.022	0.06	0.024	0.023	0.099	0.022	0.022	0.023	0.02	0.062	0.062	0.099	0.062	0.062	0.099	-0.015	0.024	0.836	0.836	0.835	0.836	0.851	0.837	0.845	0.836	0.837	0.836	0.851	0.835	0.847	0.845	0.845	0.845	0.835	0.845	0.845	0.841	0.845	0.844	0.845	0.847	0.835	0.835	0.841	0.835	0.851	0.841	0.84	0.845	0.353	0.047	0.841	2016_7_13_18_13_35
FLQS30H6GRWV____	0.101	0.1	0.098	0.098	0.061	0.06	0.059	0.097	0.06	0.097	0.061	0.099	0.059	0.099	0.058	0.099	0.099	0.098	0.058	0.061	0.099	0.098	0.058	0.098	0.098	0.098	0.061	0.098	0.061	0.061	0.063	0.098	0.05	0.018	0.022	0.02	0.015	0.014	0.048	0.017	0.014	0.017	0.015	0.054	0.015	0.021	0.018	0.021	0.054	0.021	0.018	0.015	0.021	0.021	0.018	0.018	0.022	0.022	0.015	0.022	0.015	0.015	0.017	0.021	0	0.008	0.006	0.007	-0.006	-0.006	-0.017	0.008	-0.006	0.008	-0.006	-0.002	-0.008	0.007	-0.009	0.007	-0.002	0.007	-0.009	-0.007	0.007	0.007	-0.009	0.008	0.006	0.006	-0.007	0.006	-0.006	-0.007	-0.006	0.007	0.082	0.022	0	2016_7_13_18_13_41
FLQS30HZGRWY____	0.009	0.055	0.053	0.051	0.055	0.055	0.054	0.05	0.055	0.05	0.055	0.055	0.053	0.053	0.05	0.053	0.055	0.054	0.05	0.055	0.053	0.047	0.05	0.051	0.053	0.053	0.055	0.053	0.055	0.055	0.013	0.054	-0.056	-0.013	-0.013	-0.015	-0.018	-0.053	-0.054	-0.014	-0.053	-0.014	-0.018	-0.014	-0.05	-0.012	-0.015	-0.012	-0.014	-0.019	-0.015	-0.018	-0.012	-0.018	-0.015	-0.012	-0.013	-0.013	-0.018	-0.013	-0.018	-0.018	-0.02	-0.019	0.032	0.04	0.039	0.038	0.041	0.051	0.051	0.037	0.051	0.037	0.041	0.04	0.049	0.038	0.038	0.038	0.04	0.04	0.038	0.041	0.038	0.037	0.038	0.038	0.039	0.039	0.041	0.039	0.041	0.041	0.023	0.04	0.05	-0.021	0.04	2016_7_13_18_13_48
FLQS30K1GRWY____	0.074	0.075	0.116	0.077	0.078	0.079	0.115	0.078	0.079	0.078	0.078	0.116	0.077	0.118	0.119	0.118	0.116	0.116	0.119	0.079	0.118	0.117	0.119	0.079	0.116	0.116	0.079	0.116	0.078	0.079	0.079	0.116	-0.057	-0.06	-0.062	-0.063	-0.063	-0.061	-0.064	-0.061	-0.061	-0.061	-0.063	-0.064	-0.059	-0.062	-0.063	-0.062	-0.064	-0.063	-0.063	-0.065	-0.062	-0.063	-0.063	-0.063	-0.062	-0.062	-0.065	-0.062	-0.063	-0.065	-0.064	-0.063	0.045	0.048	0.065	0.049	0.05	0.049	0.065	0.048	0.049	0.048	0.05	0.065	0.048	0.065	0.067	0.065	0.065	0.066	0.067	0.051	0.065	0.066	0.067	0.05	0.065	0.065	0.051	0.065	0.05	0.051	0.05	0.066	0.098	-0.063	0.057	2016_7_13_18_13_54
FLQS30K3GRWY____	-0.061	-0.014	-0.017	-0.015	-0.017	-0.013	-0.015	-0.015	-0.013	-0.015	-0.017	-0.015	-0.017	-0.019	-0.018	-0.019	-0.015	-0.057	-0.018	-0.014	-0.019	-0.058	-0.018	-0.016	-0.017	-0.017	-0.014	-0.017	-0.017	-0.014	-0.014	-0.057	-0.086	-0.004	-0.004	-0.043	-0.007	-0.003	-0.042	-0.004	-0.003	-0.004	-0.007	-0.001	-0.004	-0.042	-0.006	-0.042	-0.001	-0.003	-0.006	-0.006	-0.042	-0.078	-0.006	-0.007	-0.004	-0.004	-0.006	-0.004	-0.007	-0.006	0	-0.003	0.532	0.528	0.527	0.539	0.528	0.528	0.539	0.527	0.528	0.527	0.528	0.527	0.527	0.536	0.527	0.536	0.527	0.51	0.527	0.528	0.536	0.531	0.527	0.528	0.527	0.527	0.528	0.527	0.528	0.528	0.527	0.51	-0.021	-0.015	0.528	2016_7_13_18_14_00
FLQS30K5GRWY____	0.024	0.066	0.067	0.067	0.069	0.067	0.067	0.067	0.067	0.067	0.069	0.068	0.066	0.065	0.066	0.065	0.068	0.068	0.066	0.067	0.065	0.065	0.066	0.066	0.067	0.067	0.067	0.067	0.069	0.067	0.068	0.068	-0.057	-0.025	-0.022	-0.024	-0.022	-0.026	-0.025	-0.024	-0.026	-0.024	-0.022	-0.022	-0.024	-0.054	-0.027	-0.054	-0.022	-0.025	-0.027	-0.025	-0.054	-0.026	-0.027	-0.024	-0.022	-0.022	-0.025	-0.022	-0.022	-0.025	-0.056	-0.025	0.057	0.065	0.065	0.065	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.065	0.064	0.073	0.066	0.073	0.065	0.066	0.066	0.066	0.073	0.066	0.066	0.065	0.065	0.065	0.066	0.065	0.066	0.066	0.075	0.066	0.066	-0.029	0.066	2016_7_13_18_14_08
FLQS30MEGRWV____	0.393	0.389	0.385	0.348	0.349	0.35	0.384	0.348	0.35	0.348	0.349	0.388	0.348	0.389	0.351	0.389	0.388	0.349	0.351	0.348	0.389	0.349	0.351	0.389	0.385	0.385	0.348	0.385	0.349	0.348	0.347	0.349	-0.099	-0.104	-0.067	-0.104	-0.101	-0.069	-0.069	-0.103	-0.069	-0.103	-0.101	-0.102	-0.106	-0.069	-0.104	-0.069	-0.102	-0.101	-0.104	-0.102	-0.069	-0.101	-0.104	-0.105	-0.067	-0.067	-0.102	-0.067	-0.101	-0.102	-0.102	-0.101	-0.028	-0.027	-0.04	-0.045	-0.044	-0.053	-0.04	-0.044	-0.053	-0.044	-0.044	-0.028	-0.044	-0.037	-0.043	-0.037	-0.028	-0.044	-0.043	-0.045	-0.037	-0.044	-0.043	-0.027	-0.04	-0.04	-0.045	-0.04	-0.044	-0.045	-0.045	-0.044	0.365	-0.092	-0.041	2016_7_13_18_14_14
FLQS30MJGRWV____	-0.157	-0.157	-0.158	-0.157	-0.158	-0.157	-0.157	-0.157	-0.157	-0.157	-0.158	-0.157	-0.158	-0.157	-0.158	-0.157	-0.157	-0.159	-0.158	-0.157	-0.157	-0.159	-0.158	-0.159	-0.158	-0.158	-0.157	-0.158	-0.158	-0.157	-0.158	-0.159	0.066	0.036	0.068	0.029	0.063	0.063	0.068	0.063	0.063	0.063	0.063	0.032	0.064	0.068	0.031	0.068	0.032	0.033	0.031	0.032	0.068	0.033	0.031	0.03	0.068	0.068	0.032	0.068	0.063	0.032	0.063	0.033	-0.164	-0.156	-0.166	-0.155	-0.165	-0.165	-0.166	-0.164	-0.165	-0.164	-0.165	-0.155	-0.165	-0.166	-0.156	-0.166	-0.155	-0.156	-0.156	-0.155	-0.166	-0.156	-0.156	-0.156	-0.166	-0.166	-0.155	-0.166	-0.165	-0.155	-0.164	-0.156	-0.158	0.051	-0.161	2016_7_13_18_14_20
FLQS30MKGRWV____	-0.077	-0.074	-0.079	-0.124	-0.079	-0.08	-0.08	-0.079	-0.08	-0.079	-0.079	-0.08	-0.079	-0.08	-0.079	-0.08	-0.08	-0.032	-0.079	-0.078	-0.08	-0.078	-0.079	-0.125	-0.079	-0.079	-0.078	-0.079	-0.079	-0.078	-0.079	-0.032	0.072	0.069	0.069	0.07	0.07	0.071	0.072	0.07	0.071	0.07	0.07	0.071	0.068	0.07	0.071	0.07	0.071	0.111	0.071	0.072	0.07	0.073	0.071	0.069	0.069	0.069	0.072	0.069	0.07	0.072	0.073	0.111	0.019	0.02	0.018	-0.001	0.018	0.017	0.017	0.017	0.017	0.017	0.018	0.017	0.019	0.018	0.018	0.018	0.017	0.026	0.018	0.018	0.018	0.017	0.018	-0.001	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.026	-0.079	0.073	0.017	2016_7_13_18_14_26
FLQS30MRGRWY____	-0.167	-0.172	-0.119	-0.158	-0.158	-0.152	-0.119	-0.113	-0.152	-0.113	-0.158	-0.157	-0.12	-0.118	-0.119	-0.118	-0.157	-0.158	-0.119	-0.158	-0.118	-0.121	-0.119	-0.159	-0.119	-0.119	-0.158	-0.119	-0.158	-0.158	-0.159	-0.158	0.003	0.056	0.019	0.016	0.014	0.032	0.052	0.034	0.032	0.034	0.014	0.055	0.017	0.016	0.014	0.016	0.055	0.016	0.014	0.019	0.016	0.014	0.014	0.018	0.019	0.019	0.019	0.019	0.014	0.019	0.016	0.016	-0.104	-0.121	-0.089	-0.105	-0.104	-0.106	-0.099	-0.09	-0.106	-0.09	-0.104	-0.115	-0.09	-0.088	-0.088	-0.088	-0.115	-0.104	-0.088	-0.106	-0.088	-0.089	-0.088	-0.106	-0.089	-0.089	-0.106	-0.089	-0.104	-0.106	-0.105	-0.104	-0.14	0.023	-0.099	2016_7_13_18_14_31
FLQS30NWGRWV____	0.109	0.106	0.066	0.067	0.104	0.065	0.066	0.104	0.065	0.104	0.104	0.068	0.066	0.069	0.108	0.069	0.068	0.107	0.108	0.067	0.069	0.104	0.108	0.104	0.066	0.066	0.067	0.066	0.104	0.067	0.104	0.107	-0.094	-0.064	-0.063	-0.063	-0.062	-0.063	-0.098	-0.061	-0.063	-0.061	-0.062	-0.063	-0.064	-0.06	-0.06	-0.06	-0.063	-0.065	-0.06	-0.064	-0.06	-0.063	-0.06	-0.061	-0.063	-0.063	-0.064	-0.063	-0.062	-0.064	-0.062	-0.065	0.554	0.545	0.528	0.529	0.543	0.528	0.538	0.543	0.528	0.543	0.543	0.529	0.528	0.528	0.545	0.528	0.529	0.545	0.545	0.529	0.528	0.544	0.545	0.544	0.528	0.528	0.529	0.528	0.543	0.529	0.544	0.545	0.085	-0.064	0.537	2016_7_13_18_14_40
